rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,RankY1,RankY2,RankY3,RankY4,RankY5,result_milano-sanremo,result_cyclassics-hamburg,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_gp-quebec,result_gp-montreal,result_ronde-van-vlaanderen,result_paris-roubaix,result_e3-harelbeke,result_gent-wevelgem,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne
svein-tuft,2010,9,74,0.1509433962264151,0.2830188679245283,0.3396226415094339,0.3962264150943396,0.0254957507082152,0.065155807365439,0.0849858356940509,0.1473087818696883,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.027027027027027,0.0675675675675675,0.0945945945945946,0.1486486486486486,390,106,142.0,434.00000000000006,207.66666666666669,328.6666666666666,33,11,25.142857142857142,0.16,0.2,0.2,0.24,0.0219780219780219,0.060439560439560405,0.0769230769230769,0.1373626373626373,53,353,25,182,158.254015220257,162.10284801117265,0.0572309726264125,0.1201885364190534,0.1201885364190534,0.18397183757369,0.0374852265915033,0.0626806433957822,0.0555675782906881,0.0875410737088767,-0.055555555555555504,-0.023523523523523486,-0.11111111111111113,-0.1111111111111111,-0.16666666666666663,-0.040290290290290194,-0.02677677677677669,-0.05530530530530518,286,92,239,202,998,55,45,48,57,16,25,41,65,65,80,20,57,26,74,58,18,59,125,89,51,5,72,122,54,24,83,50,43
sylvain-chavanel,2007,16,91,0.0396825396825396,0.0793650793650793,0.119047619047619,0.2063492063492063,0.025260029717682,0.0787518573551263,0.1173848439821693,0.2080237741456166,0.0,0.0625,0.0625,0.125,0.0,0.0219780219780219,0.0439560439560439,0.1318681318681318,74,110,546.0,437.09999999999997,85.33333333333337,511.3666666666666,28,11,22.282592106468055,0.0377358490566037,0.05660377358490559,0.056603773584905606,0.1509433962264151,0.0147058823529411,0.0477941176470588,0.0698529411764705,0.1323529411764706,125,673,53,272,21.38535324312725,64.36538925022774,0.0317229209556145,0.0064241874618044,0.0064241874618044,0.0719887614578825,0.0165648611964415,0.022807460373441196,0.022810081583389,0.0088607901174371,-0.02500000000000001,-0.016304347826086914,0.006249999999999908,0.006249999999999867,0.012499999999999956,-0.0216196846631629,-0.021500238891543188,-0.004718107978977498,46,26,90,74,25,84,66,57,45,28,35,51,109,70,25,72,42,26,17,36,44,69,58,16,44,17,69,31,34,28,10,37,30
sylvain-chavanel,2008,16,86,0.056338028169014,0.0915492957746478,0.1267605633802817,0.2112676056338028,0.0276679841897233,0.0803689064558629,0.1146245059288537,0.2002635046113307,0.1875,0.1875,0.1875,0.25,0.0465116279069767,0.0930232558139534,0.0930232558139534,0.1395348837209302,110,46,437.1,749.0,76.66666666666667,577.3666666666667,28,12,22.282592106468055,0.0816326530612244,0.1020408163265306,0.10204081632653059,0.2040816326530612,0.018796992481203,0.05639097744360899,0.0714285714285714,0.131578947368421,142,759,49,266,32.08322510804257,158.29814696746558,0.0958941184288707,0.073253157519012,0.073253157519012,0.0683203914939527,0.0242691550177655,0.0355308017490519,0.025225386850702997,0.0079716079866404,0.06433823529411757,0.0176378364253984,0.06433823529411761,0.06433823529411764,0.007352941176470451,0.018421740266527292,0.007185785210347489,0.007969689051476296,26,90,74,25,16,60,81,25,49,18,50,67,57,14,59,31,81,29,8,20,43,59,57,87,38,9,31,27,81,6,19,36,21
sylvain-chavanel,2009,21,70,0.0490797546012269,0.0858895705521472,0.1288343558282208,0.22085889570552142,0.0289505428226779,0.0820265379975874,0.1194209891435464,0.2002412545235223,0.0,0.0476190476190476,0.1428571428571428,0.2857142857142857,0.0428571428571428,0.1,0.1714285714285714,0.2,46,26,749.0,1003.0,60.666666666666664,729.6999999999999,30,13,22.282592106468055,0.056603773584905606,0.09433962264150939,0.1320754716981132,0.2264150943396226,0.0283400809716599,0.068825910931174,0.097165991902834,0.1538461538461538,163,828,53,247,43.878620458411554,283.4432394677989,0.1082531754730548,0.0768256940339259,0.0633446328981927,0.08438956475451079,0.0258631703567514,0.0431731576806348,0.0642964877946573,0.0373201483244464,0.0,0.0214285714285714,-0.007440476190476125,0.0401785714285714,0.0803571428571428,0.03901098901098898,0.0637362637362637,0.034065934065934014,90,74,25,16,33,37,76,22,40,14,41,15,24,32,42,28,41,31,8,5,36,19,74,7,21,3,27,44,24,6,36,46,17
sylvain-chavanel,2010,23,56,0.043010752688172,0.0806451612903225,0.1182795698924731,0.2043010752688172,0.0293785310734463,0.0790960451977401,0.1152542372881356,0.19209039548022597,0.0,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0357142857142857,0.0357142857142857,0.0535714285714285,0.0714285714285714,26,90,1003.0000000000001,506.00000000000006,54.00000000000004,752.6666666666665,31,13,22.282592106468055,0.05,0.0833333333333333,0.11666666666666661,0.2,0.0424528301886792,0.080188679245283,0.1084905660377358,0.1415094339622641,186,885,60,212,32.7414110874898,248.5202875689092,0.1082531754730548,0.0819817950279836,0.0737240442699818,0.1059585884106677,0.0054917857989423,0.0352742731428696,0.0599918693266719,0.0643235471472198,-0.09375000000000001,-0.0053986710963455095,-0.0720108695652173,-0.0720108695652173,-0.0815217391304347,-0.0286544850498338,-0.019725913621262393,-0.03405315614617942,74,25,16,33,171,21,94,51,52,14,30,36,16,20,33,30,16,24,24,28,22,29,57,16,32,14,18,27,71,11,31,37,41
sylvain-chavanel,2011,19,83,0.0439024390243902,0.0829268292682926,0.1170731707317073,0.2,0.0268595041322314,0.0733471074380165,0.11053719008264462,0.18388429752066113,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.1578947368421052,0.0,0.0120481927710843,0.0602409638554216,0.09638554216867469,90,74,506.0,574.0,63.333333333333336,694.3333333333334,32,15,22.282592106468055,0.0158730158730158,0.0634920634920634,0.0952380952380952,0.1746031746031746,0.0239234449760765,0.0478468899521531,0.0956937799043062,0.124401913875598,205,968,63,209,33.30665599145813,269.46675738081933,0.0303868562731381,0.0345382953275335,0.0501777563449276,0.10072629264189759,0.0229610732404594,0.0455123745283504,0.0662035659930719,0.0681779760444429,0.02631578947368421,-0.0214285714285714,0.02882205513784457,-0.01879699248120298,-0.0639097744360902,-0.0439759036144578,-0.0555938037865748,-0.051807228915662584,25,16,33,171,125,20,94,69,37,23,35,25,16,17,53,27,50,2,38,21,47,61,42,26,21,13,29,53,46,36,27,72,33
sylvain-chavanel,2012,23,71,0.043859649122807,0.087719298245614,0.1184210526315789,0.1973684210526315,0.0279114533205004,0.0741097208854668,0.1126082771896054,0.18768046198267557,0.0434782608695652,0.1304347826086956,0.1304347826086956,0.1739130434782608,0.0422535211267605,0.0845070422535211,0.1408450704225352,0.2394366197183098,74,25,574.0,1023.0,63.000000000000036,701.0000000000001,33,16,22.282592106468055,0.030769230769230705,0.0923076923076923,0.0923076923076923,0.1384615384615384,0.0238095238095238,0.0428571428571428,0.0857142857142857,0.1380952380952381,228,1039,65,210,33.8673884437522,280.92525696348486,0.0281194639071956,0.0447444984776886,0.0447444984776886,0.0462786004946377,0.0227436139442518,0.036948391742654,0.0485767318413906,0.090657933525571,0.0217391304347826,0.0032696177062374082,0.04347826086956519,0.04347826086956519,0.04347826086956519,0.024396378269617703,0.04363682092555329,0.08400402414486915,16,33,171,125,100,20,94,51,49,18,24,22,37,20,91,50,50,9,27,33,38,37,57,39,17,8,29,17,57,10,49,51,16
sylvain-chavanel,2013,17,84,0.0448979591836734,0.0938775510204081,0.1306122448979592,0.2163265306122449,0.031166518254674896,0.0756901157613535,0.1148708815672306,0.1959038290293855,0.0588235294117647,0.1764705882352941,0.2941176470588235,0.4705882352941176,0.0714285714285714,0.0952380952380952,0.1428571428571428,0.2976190476190476,25,16,1023.0,1286.0,38.333333333333336,960.9999999999999,34,17,22.282592106468055,0.0508474576271186,0.135593220338983,0.1694915254237288,0.2542372881355932,0.0378151260504201,0.0630252100840336,0.1134453781512605,0.2100840336134453,245,1123,59,238,31.21431295629192,360.0263879217744,0.0077201117114023,0.0361095652750894,0.1025440627915365,0.17609182243014757,0.0359132854341521,0.0452511514382911,0.0471283769149209,0.10355652998916541,0.003095975232198088,0.0357142857142857,0.03560371517027854,0.09442724458204332,0.15634674922600622,0.04159495123350539,0.041308089500860484,0.1006167527251864,33,171,124,100,174,4,64,34,20,29,33,44,20,11,48,61,54,12,19,6,40,31,32,32,18,5,31,49,32,14,30,48,14
sylvain-chavanel,2014,15,99,0.0538461538461538,0.1,0.1384615384615384,0.22307692307692306,0.0310965630114566,0.0769230769230769,0.113747954173486,0.19967266775777412,0.2,0.2,0.2666666666666666,0.3333333333333333,0.0303030303030303,0.0909090909090909,0.10101010101010101,0.2424242424242424,16,33,1286.0,995.0000000000001,24.6666666666667,1101.3333333333335,35,18,22.282592106468055,0.0909090909090909,0.1636363636363636,0.2181818181818181,0.3090909090909091,0.0472440944881889,0.0905511811023622,0.1259842519685039,0.2598425196850393,260,1222,55,254,8.504900548115382,160.53763836973974,0.08627990103417181,0.03538419630377021,0.0876591530427883,0.1484755346674524,0.0211554087800646,0.0053987962180866,0.023601017403633705,0.0327632602324362,0.07826086956521744,-0.005975245411865112,0.03478260869565212,0.06811594202898552,0.07971014492753614,0.0032010243277848065,-0.01991748470621711,0.0014938113529661802,171,125,100,174,998,21,95,26,35,24,31,29,29,20,1,24,29,19,14,29,42,34,31,17,18,35,40,49,35,67,27,52,20
tanel-kangert,2012,9,79,0.0784313725490196,0.1568627450980392,0.196078431372549,0.2549019607843137,0.0061919504643962,0.0402476780185758,0.0526315789473684,0.1176470588235294,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,665,209,75.0,290.0,442.33333333333326,163.33333333333317,25,9,20.515086478979924,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0058823529411764,0.0294117647058823,0.0411764705882352,0.0705882352941176,51,323,18,170,228.18705776913237,112.50925887825112,0.1697250257391051,0.1398117488013101,0.1398117488013101,0.1398117488013101,0.0,0.0,0.0,0.0,-0.1111111111111111,0.0009677175022323887,-0.13888888888888887,-0.1388888888888889,-0.1388888888888889,0.002566424451647325,0.00905200717323746,-0.0006252224583726248,60,247,126,56,998,50,67,12,17,23,15,73,80,29,72,55,54,19,15,19,59,81,26,54,46,35,80,78,44,53,111,18,17
tao-geoghegan-hart,2015,10,67,0.0,0.2272727272727272,0.2272727272727272,0.3181818181818182,0.0443037974683544,0.0949367088607595,0.120253164556962,0.20886075949367092,0.0,0.2,0.2,0.4,0.0149253731343283,0.044776119402985,0.07462686567164169,0.1641791044776119,1124,468,28.000000000000004,130.0,1592.0,157.99999999999997,20,4,19.40935829675416,0.0,0.2777777777777778,0.2777777777777778,0.3888888888888889,0.0482758620689655,0.096551724137931,0.1172413793103448,0.2,22,158,18,145,564.6143226427517,68.42026990105589,0.0,0.2694301256218253,0.2694301256218253,0.234125638952283,0.0922189104828324,0.16501263220316756,0.1749329950776745,0.20396294729158918,0.0,-0.0758706467661691,-0.2333333333333333,-0.23333333333333328,-0.1333333333333333,-0.1303897180762852,-0.1293532338308457,-0.1401326699834162,319,177,161,101,23,128,77,88,71,42,36,66,70,85,61,47,39,51,97,70,82,152,50,91,38,63,95,55,54,37,54,46,26
tao-geoghegan-hart,2016,16,81,0.026315789473684202,0.1842105263157894,0.1842105263157894,0.3684210526315789,0.0376569037656903,0.11297071129707109,0.1631799163179916,0.2887029288702928,0.0625,0.125,0.125,0.4375,0.0246913580246913,0.1481481481481481,0.2469135802469135,0.4444444444444444,468,319,130.0,193.0,636.9999999999999,117.0000000000001,21,5,19.40935829675416,0.032258064516129,0.1612903225806451,0.1612903225806451,0.3870967741935484,0.0157894736842105,0.0789473684210526,0.131578947368421,0.2578947368421053,38,239,31,190,428.2837844233657,83.26463835266445,0.0360843918243516,0.04330127018922189,0.0433012701892219,0.1276796120503713,0.0124351945781668,0.0759808649106326,0.1266347748510544,0.20396294729158918,0.031249999999999986,0.012345679012345599,-0.03749999999999999,-0.03749999999999998,0.11875000000000002,0.07407407407407397,0.12345679012345669,0.19841269841269835,177,161,101,23,252,41,61,83,73,38,14,87,100,48,81,29,61,64,46,50,57,71,88,72,62,58,75,46,63,29,17,31,41
tao-geoghegan-hart,2017,16,87,0.0185185185185185,0.1296296296296296,0.1666666666666666,0.3148148148148148,0.030674846625766805,0.0981595092024539,0.1411042944785276,0.2484662576687116,0.0,0.0,0.125,0.1875,0.0114942528735632,0.057471264367816,0.0804597701149425,0.1379310344827586,319,177,193.0,321.0,321.3333333333333,214.66666666666674,22,6,19.40935829675416,0.0238095238095238,0.0952380952380952,0.1428571428571428,0.3333333333333333,0.0170212765957446,0.0851063829787234,0.1361702127659574,0.251063829787234,54,326,42,235,145.51403139674653,97.32591295915662,0.0360843918243516,0.1010362971081845,0.0433012701892219,0.1348224140613619,0.006847269912071501,0.05637558615316961,0.0978294482767809,0.1698960919952346,0.0,-0.0017155601303825078,-0.09999999999999999,-0.03749999999999998,-0.10625000000000001,0.0063475724824154835,0.0029164522216502905,-0.013124034997426629,161,101,23,252,157,83,85,102,50,37,19,112,101,65,91,59,44,44,63,35,63,95,68,56,22,36,28,26,90,20,85,14,52
taylor-phinney,2010,5,53,0.4166666666666667,0.5833333333333334,0.75,0.8333333333333334,0.125,0.22321428571428573,0.2857142857142857,0.39285714285714285,0.6,0.8,0.8,1.0,0.1886792452830188,0.3018867924528302,0.3584905660377359,0.4528301886792453,1123,266,27.0,221.0,1389.0,248.00000000000006,20,4,21.12911953412868,0.4,0.6,0.8,0.8999999999999999,0.1237113402061855,0.1958762886597938,0.2474226804123711,0.3608247422680412,12,112,10,97,586.8466579950848,120.55842290496892,0.30138568866708526,0.3883726732577015,0.1322875655532295,0.1443375672974064,0.0802022464835024,0.1326057305647897,0.1367484405478911,0.1170486889058357,0.3,0.05267295597484271,-0.09999999999999988,-0.09999999999999987,0.0,0.10927672955974843,0.09591194968553451,0.059748427672955864,184,33,90,222,316,32,4,38,3,18,57,12,49,49,52,25,14,40,43,9,49,126,137,129,54,95,94,44,15,97,103,104,123
taylor-phinney,2011,7,65,0.2631578947368421,0.3684210526315789,0.4736842105263157,0.5789473684210527,0.0847457627118644,0.1525423728813559,0.2090395480225988,0.327683615819209,0.0,0.0,0.0,0.1428571428571428,0.0153846153846153,0.030769230769230698,0.0769230769230769,0.21538461538461537,266,184,221.0,310.0,524.3333333333333,186.00000000000006,21,5,21.12911953412868,0.25,0.3125,0.4375,0.5625,0.08,0.1333333333333333,0.18,0.3,19,177,16,150,520.0791606412752,144.7100549374507,0.30138568866708526,0.4092676385936225,0.448144321991625,0.4407978233708004,0.0958007536948428,0.1482214617670076,0.1579298175206057,0.1361281631545165,-0.125,-0.007932692307692293,-0.125,-0.375,-0.3035714285714286,-0.01586538461538459,-0.008413461538461505,-0.0016826923076922891,33,90,222,316,230,98,49,100,69,33,36,109,94,82,45,64,33,89,39,57,58,131,112,89,59,101,80,107,56,53,17,107,110
taylor-phinney,2012,11,77,0.1666666666666666,0.3,0.4333333333333333,0.5,0.0708661417322834,0.1338582677165354,0.1771653543307086,0.2834645669291338,0.0,0.1818181818181818,0.3636363636363636,0.3636363636363636,0.03896103896103889,0.0909090909090909,0.1038961038961039,0.1818181818181818,184,33,310.0,905.0000000000001,161.00000000000006,478.66666666666686,22,6,21.12911953412868,0.1304347826086956,0.2608695652173913,0.3478260869565217,0.4347826086956521,0.0717948717948717,0.1282051282051282,0.1641025641025641,0.2666666666666666,30,254,23,195,118.1905241548577,371.88752780018496,0.3464101615137754,0.4193659125334835,0.4005505852571711,0.4450460686949256,0.093987958275294,0.1423804326324263,0.1553630883144427,0.1477354694504372,-0.3,-0.07485910316098988,-0.3090909090909091,-0.2181818181818181,-0.3181818181818182,-0.10548885077186959,-0.1272972310708159,-0.1355060034305317,90,222,316,230,998,113,75,80,27,16,42,38,50,71,72,45,39,52,15,39,94,44,155,41,59,81,48,101,37,66,17,67,75
tejay-van-garderen,2009,13,63,0.0294117647058823,0.11764705882352938,0.1176470588235294,0.1764705882352941,0.044776119402985,0.154228855721393,0.1890547263681592,0.2885572139303483,0.0,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0634920634920634,0.2539682539682539,0.2539682539682539,0.3333333333333333,674,394,76.0,139.0,1075.3333333333333,72.99999999999996,21,5,20.811654526534852,0.0,0.0384615384615384,0.0384615384615384,0.0769230769230769,0.0473372781065088,0.1538461538461538,0.1775147928994082,0.2662721893491124,34,201,26,169,948.0112516913148,67.54998149518622,0.0,0.0444115591684327,0.044411559168432695,0.0888231183368655,0.0347764186527218,0.1272360421562556,0.1332951626185315,0.1334486189215812,0.0,0.0317460317460317,0.03846153846153846,0.038461538461538436,0.07692307692307687,0.1269841269841269,0.1269841269841269,0.12380952380952373,82,107,23,26,16,85,78,104,38,32,62,82,72,71,49,25,35,51,54,63,83,64,70,77,60,25,96,73,34,37,37,85,38
tejay-van-garderen,2010,14,74,0.0208333333333333,0.0833333333333333,0.0833333333333333,0.125,0.04,0.1418181818181818,0.1818181818181818,0.2763636363636363,0.0,0.0,0.0,0.0,0.027027027027027,0.1081081081081081,0.1621621621621621,0.24324324324324317,393,82,139.0,523.0,383.33333333333337,245.9999999999999,22,6,20.811654526534852,0.0,0.0285714285714285,0.028571428571428505,0.0571428571428571,0.048076923076923,0.1634615384615384,0.2019230769230769,0.2884615384615384,48,275,35,208,296.14410906403884,241.9483415938204,0.0,0.0444115591684327,0.044411559168432695,0.0888231183368655,0.0193218955839631,0.0765329400840335,0.0463310161631424,0.0452519385565468,0.0,-0.014655500570993508,0.0,0.0,0.0,-0.016368481157213517,-0.017510468214693493,-0.02626570232204029,107,23,26,16,51,72,61,119,25,40,48,90,105,62,61,34,45,26,70,67,79,38,93,35,52,35,34,63,50,20,3,33,41
tejay-van-garderen,2011,11,84,0.0169491525423728,0.0677966101694915,0.0847457627118644,0.1186440677966101,0.0334261838440111,0.1309192200557103,0.1727019498607242,0.2757660167130919,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0119047619047619,0.0952380952380952,0.1428571428571428,0.2738095238095238,82,107,523.0,467.0,194.33333333333326,376.33333333333326,23,6,20.811654526534852,0.0,0.0263157894736842,0.0526315789473684,0.0789473684210526,0.0316742081447963,0.1447963800904977,0.1809954751131221,0.2805429864253393,59,359,38,221,173.36762481309287,207.4351304223403,0.0,0.0444115591684327,0.0489510489510489,0.0773457343731331,0.0265192743486811,0.088162806473893,0.0593671082831526,0.0458141276251548,0.0,-0.025793650793650695,-0.0384615384615384,0.006993006993006867,-0.0314685314685314,-0.0793650793650793,-0.055555555555555504,-0.029761904761904674,23,26,16,51,73,88,61,17,25,31,39,126,35,40,57,46,19,52,51,67,55,82,30,18,13,30,42,26,66,9,17,11,34
tejay-van-garderen,2012,9,80,0.014705882352941098,0.0735294117647058,0.1029411764705882,0.1323529411764706,0.0341685649202733,0.1275626423690205,0.1822323462414578,0.2801822323462414,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0375,0.1125,0.22500000000000003,0.3,106,23,467.0,1091.0,70.66666666666664,693.6666666666667,23,8,20.811654526534852,0.0,0.0294117647058823,0.088235294117647,0.088235294117647,0.0252100840336134,0.1050420168067226,0.1764705882352941,0.2731092436974789,68,439,34,238,43.131581623368895,345.238082101806,0.0,0.0641500299099584,0.1117216163167478,0.1117216163167478,0.012867803998563103,0.0089712438906526,0.0429509926429595,0.028406478100033602,0.0,0.005236486486486389,0.05555555555555554,0.11111111111111116,0.11111111111111116,0.0021959459459459205,0.03141891891891892,0.028378378378378283,26,16,51,73,59,41,86,61,16,21,50,74,42,25,66,69,38,26,51,54,67,5,40,31,6,5,57,5,8,13,14,9,2
tejay-van-garderen,2013,4,90,0.0138888888888888,0.0694444444444444,0.0972222222222222,0.125,0.0378071833648393,0.1342155009451796,0.19848771266540638,0.3043478260869565,0.0,0.0,0.0,0.0,0.0555555555555555,0.1666666666666666,0.2777777777777778,0.42222222222222217,23,26,1091.0,1028.0,51.99999999999997,862.0,25,9,20.811654526534852,0.0,0.0416666666666666,0.125,0.125,0.0354330708661417,0.1259842519685039,0.2165354330708661,0.3346456692913386,72,529,24,254,47.65501022977542,343.5272914922481,0.0,0.0641500299099584,0.1117216163167478,0.1117216163167478,0.0219336540728163,0.0372693841066036,0.0679908333700698,0.0792154674481366,0.0,0.021825396825396814,0.0,-0.045454545454545414,-0.045454545454545414,0.035714285714285705,0.06746031746031739,0.07420634920634912,16,51,73,59,84,59,82,51,12,32,30,72,16,26,38,97,30,34,54,39,55,45,10,7,5,4,15,5,14,31,10,7,23
tejay-van-garderen,2014,6,82,0.0128205128205128,0.0641025641025641,0.0897435897435897,0.11538461538461531,0.0409165302782324,0.1342062193126023,0.1947626841243862,0.309328968903437,0.0,0.0,0.0,0.0,0.06097560975609749,0.1341463414634146,0.17073170731707307,0.3414634146341463,26,16,1028.0,1329.0,21.66666666666664,1149.3333333333333,26,10,20.811654526534852,0.0,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.0515873015873015,0.1388888888888889,0.2261904761904762,0.3571428571428571,78,611,19,251,5.131601439446884,158.7524278029578,0.0,0.0641500299099584,0.1283000598199168,0.1283000598199168,0.0122914897888549,0.0272646395778298,0.0535247647028277,0.062155009668179904,0.0,0.011737804878048713,-0.05555555555555548,-0.1111111111111111,-0.1111111111111111,0.010823170731707318,-0.02713414634146341,0.020731707317073113,51,73,59,84,141,51,68,39,20,34,34,77,48,58,39,40,35,34,54,39,34,5,3,15,6,4,18,3,6,15,13,10,3
tejay-van-garderen,2015,2,71,0.0125,0.0625,0.0875,0.11250000000000002,0.0425219941348973,0.1334310850439882,0.1920821114369501,0.3064516129032258,0.0,0.0,0.0,0.0,0.056338028169014,0.1267605633802817,0.1690140845070422,0.2816901408450704,16,51,1329.0,720.0,31.000000000000025,1025.6666666666667,27,11,20.811654526534852,0.0,0.0,0.0,0.0,0.0576131687242798,0.1440329218106996,0.2098765432098765,0.35390946502057613,79,682,12,243,18.027756377319943,304.5067049070239,0.0,0.0,0.0,0.0,0.0029296306338422,0.0212313382712213,0.062304831812477,0.0705267031682635,0.0,0.00039123630672920507,0.0,0.0,0.0,-0.019953051643192405,-0.05438184663536771,-0.07026604068857581,73,59,84,141,466,77,39,48,24,34,34,102,44,39,80,70,47,56,49,60,24,17,7,8,5,16,4,30,11,19,2,4,28
tejay-van-garderen,2016,2,86,0.0121951219512195,0.0609756097560975,0.0853658536585365,0.12195121951219509,0.0416666666666666,0.125,0.1888020833333333,0.30078125,0.0,0.0,0.0,0.5,0.0348837209302325,0.0581395348837209,0.1627906976744186,0.2558139534883721,51,73,720.0,625.0,46.666666666666636,891.3333333333334,28,12,20.811654526534852,0.0,0.0,0.0,0.1,0.0502092050209205,0.104602510460251,0.1673640167364016,0.2928870292887029,82,767,10,239,28.746014216467184,381.99520066793167,0.0,0.0,0.0,0.2886751345948129,0.0139198965787237,0.0419134622690253,0.004178125694829,0.0439284485008372,0.0,-0.013045944412932494,0.0,0.0,0.25,-0.038003403289846804,-0.003970504821327197,-0.0428247305728871,59,84,141,466,998,98,6,71,13,17,37,24,44,37,41,23,35,48,52,46,18,29,11,7,48,11,25,5,28,10,21,6,11
thibaut-pinot,2010,17,69,0.0,0.0,0.08,0.12,0.0277777777777777,0.11111111111111112,0.1574074074074074,0.2129629629629629,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0144927536231884,0.0869565217391304,0.1159420289855072,0.144927536231884,915,338,39.0,176.0,1253.0,214.99999999999986,20,3,19.444444444444443,0.0,0.0,0.08,0.12,0.0277777777777777,0.11111111111111112,0.1574074074074074,0.2129629629629629,25,108,25,107,462.6730306959045,92.43556314175476,0.0,0.0,0.1307087414311116,0.2732815659758109,0.0288172788537411,0.0833595841871371,0.1251093479572961,0.10877613767340769,0.0,0.007246376811594213,0.0,-0.09558823529411759,-0.22058823529411764,0.04347826086956518,0.05797101449275362,-0.09420289855072461,73,87,57,29,9,75,97,108,35,49,63,82,63,78,60,25,14,60,60,59,94,79,71,72,45,48,79,50,41,30,20,33,53
thibaut-pinot,2011,15,70,0.0,0.025,0.075,0.125,0.0505617977528089,0.1348314606741573,0.1685393258426966,0.247191011235955,0.0,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.08571428571428569,0.1714285714285714,0.1857142857142857,0.3,338,73,176.0,576.0,442.00000000000006,263.66666666666663,21,4,19.444444444444443,0.0,0.0277777777777777,0.05555555555555549,0.0833333333333333,0.0514285714285714,0.1371428571428571,0.1714285714285714,0.2457142857142857,39,178,36,175,430.5264219534034,279.0274777389018,0.0,0.038490017945975,0.0364375421301081,0.066820276701344,0.0357496138457632,0.0474550842377394,0.0670476950421285,0.1005446207011735,0.0,0.015079365079364996,0.03333333333333326,0.033333333333333326,0.06666666666666665,0.002380952380952284,-0.032142857142857084,-0.01666666666666663,87,57,29,9,28,100,64,77,47,41,39,65,102,42,60,51,30,63,69,62,55,40,37,40,9,26,31,44,49,20,16,14,68
thibaut-pinot,2012,7,88,0.0,0.0212765957446808,0.0638297872340425,0.1063829787234042,0.0413533834586466,0.1165413533834586,0.1541353383458646,0.2330827067669172,0.0,0.0,0.0,0.0,0.0227272727272727,0.0795454545454545,0.125,0.2045454545454545,73,87,576.0,548.0,166.0,433.33333333333314,22,5,19.444444444444443,0.0,0.0256410256410256,0.0512820512820512,0.0769230769230769,0.039647577092511,0.11013215859030831,0.1409691629955947,0.21585903083700436,46,266,39,227,149.12075643584967,223.29651437793046,0.0,0.038490017945975,0.0364375421301081,0.066820276701344,0.0389608302086956,0.051044030444054,0.0379395113694634,0.0782233292685022,0.0,0.004117259552042091,0.0,-0.029411764705882304,-0.029411764705882304,-0.0037055335968379003,0.004528985507246303,0.029808959156785227,57,29,9,28,14,83,103,86,15,38,48,75,62,25,62,70,20,28,63,70,55,10,22,18,25,15,50,27,38,11,7,15,4
