rider_name,year,Number_of_participated_one_day_races,Number_of_participated_multi_day_races,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,age,career year,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,in_top20_next_year
jakub-mareczko,2015,9,76,0.058823529,0.058823529,0.058823529,0.058823529,0.192307692,0.294871795,0.358974359,0.41025641,0,0,0,0,0,0,0,0,1414,124,15,427,21,4,0,,0,0,0,,,,0
jakub-mareczko,2016,13,85,0.066666667,0.1,0.1,0.133333333,0.165644172,0.257668712,0.306748466,0.36809816,0.076923077,0.153846154,0.153846154,0.230769231,0,0,0,0,124,109,427,471,22,5,-0.086538462,,-0.048076923,-0.048076923,-0.009615385,,,,0
jakub-mareczko,2017,8,88,0.052631579,0.078947368,0.078947368,0.105263158,0.175298805,0.274900398,0.314741036,0.366533865,0,0,0,0,0.193181818,0.306818182,0.329545455,0.363636364,109,73,471,644,23,6,0,-0.002093301,0,0,0,0.002093301,-0.019437799,-0.028708134,0
jakub-mareczko,2018,2,94,0.05,0.075,0.075,0.1,0.171014493,0.266666667,0.310144928,0.379710145,0,0,0,0,0.159574468,0.244680851,0.29787234,0.414893617,73,179,644,339,24,7,-0.038461538,0.009198999,-0.076923077,-0.076923077,-0.115384615,0.01057572,0.019524406,0.042740926,0
jakub-mareczko,2019,12,70,0.038461538,0.076923077,0.076923077,0.115384615,0.142168675,0.226506024,0.26746988,0.34939759,0,0.083333333,0.083333333,0.166666667,0,0.028571429,0.057142857,0.2,179,279,339,230,25,8,0,-0.096590909,0.041666667,0.041666667,0.083333333,-0.139123377,-0.136201299,-0.081818182,0
jakub-mareczko,2020,3,39,0.036363636,0.072727273,0.072727273,0.109090909,0.13876652,0.220264317,0.259911894,0.339207048,0,0,0,0,0.102564103,0.153846154,0.179487179,0.230769231,279,236,230,144,26,9,0,-0.028505183,0,0,0,-0.045417349,-0.05919258,-0.092062193,0
jan-bakelants,2008,10,38,0.076923077,0.230769231,0.307692308,0.461538462,0.027027027,0.063063063,0.099099099,0.297297297,0.2,0.4,0.5,0.5,0.078947368,0.157894737,0.236842105,0.526315789,1921,393,7,152,22,5,0.1,0.039473684,0.2,0.25,0.083333333,0.078947368,0.118421053,0.169407895,0
jan-bakelants,2009,26,52,0.038461538,0.134615385,0.192307692,0.288461538,0.018404908,0.049079755,0.073619632,0.245398773,0,0.038461538,0.076923077,0.115384615,0,0.019230769,0.019230769,0.134615385,393,185,152,292,23,6,0,0,-0.105769231,-0.086538462,-0.067307692,0.009615385,-0.006513648,-0.013337469,0
jan-bakelants,2010,16,88,0.029411765,0.102941176,0.147058824,0.25,0.011952191,0.03187251,0.055776892,0.19123506,0,0,0,0.125,0,0,0.022727273,0.090909091,185,183,292,286,24,7,-0.1,-0.039473684,-0.2,-0.25,-0.1875,-0.078947368,-0.107057416,-0.217703349,0
jan-bakelants,2011,8,91,0.026315789,0.092105263,0.131578947,0.223684211,0.00877193,0.026315789,0.052631579,0.175438596,0,0,0,0,0,0.010989011,0.043956044,0.131868132,183,237,286,249,25,8,0,0,-0.019230769,-0.038461538,-0.057692308,-0.004120879,0.012362637,-0.001373626,0
jan-bakelants,2012,12,106,0.022727273,0.079545455,0.136363636,0.215909091,0.006696429,0.020089286,0.044642857,0.171875,0,0,0.166666667,0.166666667,0,0,0.018867925,0.160377358,237,124,249,445,26,9,0,0,0,0.083333333,0.020833333,0,-0.001929674,0.034734134,0
jan-bakelants,2013,12,60,0.03,0.09,0.16,0.24,0.007874016,0.025590551,0.051181102,0.17519685,0.083333333,0.166666667,0.333333333,0.416666667,0.016666667,0.066666667,0.1,0.2,124,35,445,872,27,10,0.041666667,0.008333333,0.083333333,0.166666667,0.208333333,0.027838828,0.028021978,0.034065934,0
jan-bakelants,2014,14,82,0.026315789,0.087719298,0.149122807,0.228070175,0.008474576,0.027118644,0.052542373,0.16440678,0,0.071428571,0.071428571,0.142857143,0.012195122,0.036585366,0.06097561,0.097560976,35,107,872,463,28,11,0,0.006097561,0.035714286,-0.047619048,-0.011904762,0.018292683,0.021053843,-0.031408191,0
jan-bakelants,2015,21,83,0.037037037,0.096296296,0.155555556,0.22962963,0.007429421,0.029717682,0.054977712,0.169390788,0.095238095,0.142857143,0.19047619,0.238095238,0,0.048192771,0.072289157,0.204819277,107,32,463,979,29,12,0.005952381,-0.008333333,-0.011904762,-0.071428571,-0.089285714,-0.009236948,-0.013855422,0.002409639,0
jan-bakelants,2016,14,88,0.033557047,0.093959732,0.161073826,0.241610738,0.009198423,0.032851511,0.05913272,0.168199737,0,0.071428571,0.214285714,0.357142857,0.022727273,0.056818182,0.090909091,0.159090909,32,78,979,590,30,13,0,0.005266075,0,0.071428571,0.107142857,0.010116408,0.014966741,0.030764967,0
jan-bakelants,2017,14,67,0.030674847,0.09202454,0.165644172,0.239263804,0.008454106,0.030193237,0.056763285,0.160628019,0,0.071428571,0.214285714,0.214285714,0,0,0.029850746,0.074626866,78,101,590,523,31,14,-0.047619048,0,-0.035714286,0.011904762,-0.011904762,-0.024096386,-0.021219205,-0.065096206,0
jan-bakelants,2019,12,61,0.026737968,0.080213904,0.144385027,0.213903743,0.007667032,0.028477547,0.055859803,0.154435926,0,0,0,0,0,0.016393443,0.06557377,0.114754098,552,428,109,146,33,16,0,0,-0.035714286,-0.107142857,-0.107142857,0.008196721,0.017861512,0.020063616,0
jan-bakelants,2020,12,33,0.025125628,0.075376884,0.140703518,0.211055276,0.007399577,0.027484144,0.054968288,0.155391121,0,0,0.083333333,0.166666667,0,0,0.03030303,0.181818182,428,239,146,143,34,17,0,0,0,0.041666667,0.041666667,0,0.015151515,0.070075758,0
jan-barta,2011,15,60,0,0.05,0.083333333,0.133333333,0.004291845,0.055793991,0.08583691,0.137339056,0,0.066666667,0.066666667,0.066666667,0,0.033333333,0.05,0.116666667,1197,413,23,145,27,8,0,-0.027777778,0.033333333,0.033333333,-0.091666667,-0.066666667,-0.113888889,-0.108333333,0
jan-barta,2012,15,75,0.026666667,0.066666667,0.093333333,0.146666667,0.012987013,0.058441558,0.087662338,0.133116883,0.133333333,0.133333333,0.133333333,0.2,0.04,0.066666667,0.093333333,0.12,413,133,145,423,28,9,0.066666667,0.02,0.041666667,0.016666667,0.05,0.004487179,0.008205128,0.002307692,0
jan-barta,2013,9,92,0.047619048,0.083333333,0.107142857,0.154761905,0.0175,0.065,0.095,0.15,0.222222222,0.222222222,0.222222222,0.222222222,0.032608696,0.086956522,0.119565217,0.206521739,133,99,423,464,29,10,0.111111111,0.016304348,0.077777778,0.077777778,0.077777778,0.026811594,0.034782609,0.044927536,0
jan-barta,2014,16,73,0.05,0.09,0.11,0.17,0.014799154,0.061310782,0.088794926,0.145877378,0.0625,0.125,0.125,0.25,0,0.04109589,0.054794521,0.123287671,99,142,464,367,30,11,-0.035416667,-0.02,-0.004166667,-0.004166667,0.025,-0.012785388,-0.019269406,0.001643836,0
jan-barta,2015,14,70,0.052631579,0.087719298,0.105263158,0.157894737,0.012891344,0.066298343,0.095764273,0.151012891,0.071428571,0.071428571,0.071428571,0.071428571,0,0.1,0.142857143,0.185714286,142,123,367,429,31,12,-0.075396825,-0.016304348,-0.075396825,-0.075396825,-0.075396825,0.006521739,0.011645963,-0.010403727,0
jan-barta,2016,17,62,0.045801527,0.083969466,0.099236641,0.152671756,0.011570248,0.061157025,0.087603306,0.138842975,0,0.058823529,0.058823529,0.117647059,0,0.016129032,0.016129032,0.032258065,123,399,429,157,32,13,-0.03125,0,-0.033088235,-0.033088235,-0.066176471,-0.012483429,-0.019332744,-0.045514803,0
jan-barta,2017,13,70,0.048611111,0.083333333,0.097222222,0.152777778,0.01037037,0.060740741,0.084444444,0.134814815,0.076923077,0.076923077,0.076923077,0.153846154,0,0.057142857,0.057142857,0.1,399,348,157,187,33,14,0.002747253,0,0.002747253,0.002747253,0.041208791,-0.021428571,-0.042857143,-0.042857143,0
jan-barta,2019,11,90,0.048780488,0.097560976,0.109756098,0.170731707,0.010588235,0.062352941,0.095294118,0.158823529,0.090909091,0.181818182,0.181818182,0.363636364,0.022222222,0.1,0.177777778,0.288888889,524,330,119,197,35,16,0.006993007,0.011111111,0.052447552,0.052447552,0.104895105,0.021428571,0.06031746,0.094444444,0
janez-brajkovic,2007,1,76,0.125,0.28125,0.3125,0.375,0.022813688,0.045627376,0.114068441,0.209125475,0,0,0,0,0.026315789,0.039473684,0.092105263,0.197368421,78,98,527,491,24,5,0,-0.007675439,-0.045454545,-0.090909091,-0.181818182,-0.011513158,-0.016447368,-0.015899123,0
janez-brajkovic,2008,7,62,0.102564103,0.256410256,0.282051282,0.358974359,0.018461538,0.046153846,0.104615385,0.203076923,0,0.142857143,0.142857143,0.285714286,0,0.048387097,0.064516129,0.177419355,98,50,491,719,25,6,0,-0.005952381,0.071428571,0.071428571,0.142857143,0.006336406,-0.027265745,-0.006528418,0
janez-brajkovic,2009,8,68,0.106382979,0.255319149,0.276595745,0.361702128,0.015267176,0.045801527,0.10178117,0.190839695,0.125,0.25,0.25,0.375,0,0.044117647,0.088235294,0.132352941,50,93,719,478,26,7,0.0625,-0.013157895,0.125,0.125,0.1875,0.002321981,-0.001934985,-0.03250774,0
janez-brajkovic,2010,6,78,0.094339623,0.226415094,0.245283019,0.339622642,0.016985138,0.050955414,0.106157113,0.197452229,0,0,0,0.166666667,0.025641026,0.076923077,0.128205128,0.230769231,93,33,478,876,27,8,0,0.012820513,-0.071428571,-0.071428571,-0.05952381,0.01426799,0.0318445,0.026674938,0
janez-brajkovic,2011,6,82,0.101694915,0.220338983,0.237288136,0.322033898,0.014466546,0.047016275,0.097649186,0.193490054,0.166666667,0.166666667,0.166666667,0.166666667,0,0.024390244,0.048780488,0.170731707,33,70,876,580,28,9,0.020833333,0,-0.041666667,-0.041666667,-0.104166667,-0.009863702,-0.019727403,0.019189383,0
janez-brajkovic,2012,9,84,0.088235294,0.191176471,0.205882353,0.308823529,0.015698587,0.04866562,0.095761381,0.196232339,0,0,0,0.222222222,0.023809524,0.05952381,0.083333333,0.214285714,70,45,580,795,29,10,0,-0.000915751,0,0,0.027777778,-0.008699634,-0.022435897,-0.008241758,0
janez-brajkovic,2013,4,80,0.083333333,0.180555556,0.194444444,0.291666667,0.015341702,0.044630404,0.087866109,0.181311018,0,0,0,0,0.0125,0.0125,0.025,0.0625,45,289,795,205,30,11,-0.083333333,0.00625,-0.083333333,-0.083333333,-0.083333333,-0.005945122,-0.011890244,-0.054115854,0
janez-brajkovic,2014,5,50,0.077922078,0.168831169,0.181818182,0.272727273,0.014341591,0.043024772,0.084745763,0.174706649,0,0,0,0,0,0.02,0.04,0.08,289,394,205,157,31,12,0,-0.011904762,0,0,-0.111111111,-0.019761905,-0.021666667,-0.067142857,0
janez-brajkovic,2015,5,64,0.073170732,0.158536585,0.170731707,0.256097561,0.013237064,0.039711191,0.081829122,0.167268351,0,0,0,0,0,0,0.046875,0.078125,394,496,157,124,32,13,0,-0.00625,0,0,0,-0.00625,0.0109375,0.0078125,0
jarlinson-pantano,2014,20,77,0,0,0,0.033898305,0.008849558,0.032448378,0.064896755,0.135693215,0,0,0,0.1,0.012987013,0.025974026,0.051948052,0.12987013,569,373,91,165,26,9,0,0.006493506,0,0,0.05,-0.003679654,-0.007359307,0.031601732,0
jarlinson-pantano,2015,9,58,0,0,0,0.029411765,0.007556675,0.032745592,0.062972292,0.133501259,0,0,0,0,0,0.034482759,0.051724138,0.120689655,373,143,165,389,27,10,0,0,0,0,0,0.009176863,0.009733037,0.020022247,0
jarlinson-pantano,2016,12,76,0,0,0.0125,0.0375,0.010570825,0.040169133,0.071881607,0.145877378,0,0,0.083333333,0.083333333,0.026315789,0.078947368,0.118421053,0.210526316,143,53,389,739,28,11,0,0.006664388,0,0.041666667,-0.008333333,0.026486671,0.0332365,0.040328093,0
jarlinson-pantano,2017,11,96,0.010989011,0.021978022,0.032967033,0.054945055,0.008787346,0.036906854,0.066783831,0.131810193,0.090909091,0.181818182,0.181818182,0.181818182,0,0.020833333,0.041666667,0.0625,53,167,739,341,29,12,0.045454545,0,0.090909091,0.090909091,0.090909091,-0.006824713,-0.005028736,-0.029094828,0
jarlinson-pantano,2018,1,66,0.010869565,0.02173913,0.043478261,0.065217391,0.009448819,0.036220472,0.064566929,0.127559055,0,0,1,1,0.015151515,0.03030303,0.045454545,0.090909091,167,464,341,137,30,13,0,-0.005582137,0,0.458333333,0.458333333,-0.024322169,-0.036483254,-0.059808612,0
jasper-de-buyst,2014,11,24,0.057142857,0.085714286,0.114285714,0.142857143,0,0.039215686,0.058823529,0.137254902,0,0.090909091,0.181818182,0.272727273,0,0.041666667,0.125,0.166666667,2333,376,2,165,21,4,0,0,0.045454545,0.090909091,0.136363636,0.020833333,0.0625,0.055555556,0
jasper-de-buyst,2017,31,60,0.055555556,0.088888889,0.133333333,0.177777778,0.003921569,0.023529412,0.043137255,0.121568627,0.096774194,0.161290323,0.258064516,0.322580645,0.016666667,0.016666667,0.066666667,0.166666667,1020,76,38,620,24,7,0.048387097,0.008333333,0.080645161,0.129032258,0.161290323,-0.000757576,0.024242424,0.028787879,0
jasper-de-buyst,2018,18,71,0.046296296,0.092592593,0.12962963,0.166666667,0.003067485,0.021472393,0.039877301,0.110429448,0,0.111111111,0.111111111,0.111111111,0,0.014084507,0.028169014,0.070422535,76,266,620,243,25,8,0,0,0.055555556,0.055555556,0.027777778,0.007042254,0.014084507,0.022053373,0
jasper-de-buyst,2019,10,78,0.042372881,0.101694915,0.144067797,0.194915254,0.007425743,0.034653465,0.061881188,0.146039604,0,0.2,0.3,0.5,0.025641026,0.08974359,0.153846154,0.294871795,266,105,243,548,26,9,-0.048387097,0.004487179,0.019354839,0.020967742,0.088709677,0.036538462,0.043589744,0.064102564,0
jasper-de-buyst,2020,9,42,0.039370079,0.094488189,0.133858268,0.181102362,0.006726457,0.031390135,0.058295964,0.1367713,0,0,0,0,0,0,0.023809524,0.047619048,105,260,548,130,27,10,0,0,-0.055555556,-0.055555556,-0.055555556,-0.007042254,-0.002179745,-0.011401744,0
jasper-philipsen,2018,17,33,0.107142857,0.214285714,0.357142857,0.464285714,0.130841121,0.242990654,0.373831776,0.504672897,0.058823529,0.117647059,0.294117647,0.470588235,0.181818182,0.303030303,0.363636364,0.454545455,628,191,96,318,20,3,-0.095588235,0.090909091,-0.107843137,-0.06127451,0.026960784,0.115800866,0.074675325,-0.058441558,0
jasper-philipsen,2019,25,60,0.074074074,0.209876543,0.320987654,0.419753086,0.089820359,0.203592814,0.323353293,0.479041916,0,0.2,0.24,0.32,0.016666667,0.133333333,0.233333333,0.433333333,191,66,318,772,21,4,-0.033333333,-0.084689922,0,-0.046666667,-0.04,-0.06124031,-0.104263566,-0.050775194,0
jasper-philipsen,2020,8,54,0.06741573,0.191011236,0.314606742,0.415730337,0.085972851,0.20361991,0.325791855,0.457013575,0,0,0.25,0.375,0.074074074,0.203703704,0.333333333,0.388888889,66,46,772,636,22,5,-0.029411765,-0.053872054,-0.058823529,-0.022058824,-0.047794118,-0.0496633,-0.015151515,-0.032828283,1
jasper-stuyven,2014,13,67,0.065217391,0.152173913,0.173913043,0.282608696,0.03255814,0.08372093,0.162790698,0.353488372,0,0,0,0.076923077,0,0.014925373,0.089552239,0.223880597,520,354,103,174,22,5,0,0,0,0,-0.024038462,0.007462687,0.016998342,0.042495854,0
jasper-stuyven,2015,12,62,0.051724138,0.120689655,0.137931034,0.224137931,0.028880866,0.075812274,0.151624549,0.328519856,0,0,0,0,0.016129032,0.048387097,0.112903226,0.241935484,354,357,174,186,23,6,0,-0.04628331,-0.166666667,-0.166666667,-0.166666667,-0.062762973,-0.063113604,-0.161640954,0
jasper-stuyven,2016,18,77,0.052631579,0.105263158,0.131578947,0.210526316,0.02259887,0.062146893,0.127118644,0.288135593,0.055555556,0.055555556,0.111111111,0.166666667,0,0.012987013,0.038961039,0.142857143,357,114,186,458,24,7,0.027777778,0,0.027777778,0.055555556,0.044871795,-0.00096918,-0.0252956,-0.040511727,0
jasper-stuyven,2017,22,61,0.040816327,0.102040816,0.142857143,0.244897959,0.024096386,0.077108434,0.144578313,0.293975904,0,0.090909091,0.181818182,0.363636364,0.032786885,0.163934426,0.245901639,0.327868852,114,39,458,1056,25,8,0,0.008328926,0.045454545,0.090909091,0.181818182,0.057773665,0.066499207,0.042966684,0
jasper-stuyven,2018,24,75,0.049180328,0.131147541,0.180327869,0.319672131,0.02244898,0.071428571,0.132653061,0.271428571,0.083333333,0.25,0.333333333,0.625,0.013333333,0.04,0.066666667,0.146666667,39,23,1056,1236,26,9,0.013888889,0.006666667,0.097222222,0.111111111,0.229166667,0.013506494,0.013852814,0.001904762,0
jasper-stuyven,2019,19,64,0.042553191,0.127659574,0.191489362,0.326241135,0.02166065,0.072202166,0.135379061,0.281588448,0,0.105263158,0.263157895,0.368421053,0.015625,0.078125,0.15625,0.359375,23,42,1236,928,27,10,0,-0.008580943,0.007177033,0.040669856,0.002392344,-0.042904713,-0.04482582,0.015753074,0
jasper-stuyven,2020,14,50,0.04516129,0.122580645,0.2,0.322580645,0.01986755,0.069536424,0.130794702,0.273178808,0.071428571,0.071428571,0.285714286,0.285714286,0,0.04,0.08,0.18,42,47,928,634,28,11,-0.005952381,-0.006666667,-0.089285714,-0.023809524,-0.169642857,0,0.006666667,0.016666667,0
jean-christophe-peraud,2010,9,65,0.117647059,0.176470588,0.176470588,0.176470588,0,0,0.028985507,0.130434783,0,0,0,0,0,0,0,0,521,147,100,339,33,7,,,,,,,,,0
jean-christophe-peraud,2011,8,89,0.08,0.12,0.12,0.2,0,0.025316456,0.056962025,0.164556962,0,0,0,0.25,0,0.04494382,0.078651685,0.191011236,147,37,339,847,34,8,-0.125,0,-0.25,-0.25,-0.125,0.02247191,0.039325843,0.095505618,0
jean-christophe-peraud,2012,8,85,0.060606061,0.090909091,0.090909091,0.151515152,0,0.028806584,0.053497942,0.144032922,0,0,0,0,0,0.035294118,0.047058824,0.105882353,37,182,847,333,35,9,0,0,0,0,0,0.017647059,0.008144796,-0.016289593,0
jean-christophe-peraud,2013,9,89,0.047619048,0.071428571,0.071428571,0.142857143,0.003012048,0.03313253,0.069277108,0.159638554,0,0,0,0.111111111,0.011235955,0.04494382,0.112359551,0.202247191,182,69,333,596,36,10,0,0.005617978,0,0,-0.069444444,0,0.016853933,0.005617978,1
jean-christophe-peraud,2014,11,93,0.037735849,0.056603774,0.075471698,0.132075472,0.007058824,0.047058824,0.105882353,0.190588235,0,0,0.090909091,0.090909091,0.021505376,0.096774194,0.23655914,0.301075269,69,18,596,1289,37,11,0,0.010752688,0,0.045454545,0.045454545,0.030740038,0.094750158,0.097596458,0
jean-christophe-peraud,2015,9,86,0.032258065,0.048387097,0.064516129,0.129032258,0.009784736,0.045009785,0.101761252,0.178082192,0,0,0,0.111111111,0.023255814,0.034883721,0.081395349,0.11627907,18,223,1289,283,38,12,0,0.006009929,0,0,0,-0.00503005,-0.015482101,-0.042984061,0
jean-christophe-peraud,2016,4,85,0.03030303,0.045454545,0.060606061,0.121212121,0.008389262,0.041946309,0.092281879,0.169463087,0,0,0,0,0,0.023529412,0.035294118,0.117647059,223,269,283,238,39,13,0,-0.010752688,0,-0.045454545,-0.045454545,-0.036622391,-0.100632511,-0.091714105,0
jean-pierre-drucker,2012,16,62,0,0.048192771,0.084337349,0.192771084,0.004132231,0.02892562,0.061983471,0.161157025,0,0.125,0.125,0.375,0,0,0.032258065,0.14516129,724,286,67,214,26,9,0,-0.03125,0.039772727,-0.005681818,0.073863636,-0.0625,-0.046370968,-0.021169355,0
jean-pierre-drucker,2013,25,60,0,0.055555556,0.092592593,0.185185185,0.003311258,0.029801325,0.079470199,0.185430464,0,0.08,0.12,0.16,0,0.033333333,0.15,0.283333333,286,214,214,274,27,10,0,0,0.04,0.06,0.057272727,0.016666667,0.049358974,0.077564103,0
jean-pierre-drucker,2014,29,64,0,0.04379562,0.102189781,0.218978102,0.00273224,0.035519126,0.081967213,0.193989071,0,0,0.137931034,0.344827586,0,0.0625,0.09375,0.234375,214,86,274,534,28,11,0,0,-0.0625,0.006465517,-0.015086207,0.03125,0.030745968,0.044606855,0
jean-pierre-drucker,2015,16,86,0.006535948,0.052287582,0.111111111,0.22875817,0.004424779,0.037610619,0.092920354,0.205752212,0.0625,0.125,0.1875,0.3125,0.011627907,0.046511628,0.139534884,0.255813953,86,85,534,554,29,12,0.03125,0.005813953,0.0225,0.03375,0.07625,0.006589147,-0.005232558,-0.01375969,0
jean-pierre-drucker,2016,17,78,0.005882353,0.052941176,0.105882353,0.229411765,0.009433962,0.047169811,0.103773585,0.220754717,0,0.058823529,0.058823529,0.235294118,0.038461538,0.102564103,0.166666667,0.307692308,85,118,554,434,30,13,0,0.019230769,0.029411765,-0.039553753,-0.054766734,0.020032051,0.036458333,0.036658654,0
jean-pierre-drucker,2017,20,65,0.010526316,0.063157895,0.121052632,0.242105263,0.013445378,0.057142857,0.121008403,0.230252101,0.05,0.15,0.25,0.35,0.046153846,0.138461538,0.261538462,0.307692308,118,54,434,807,31,14,-0.00625,0.01726297,0.0125,0.03125,0.01875,0.045974955,0.061001789,0.025939177,0
jean-pierre-drucker,2018,17,69,0.009661836,0.062801932,0.120772947,0.246376812,0.012048193,0.057228916,0.11746988,0.228915663,0,0.058823529,0.117647059,0.294117647,0,0.057971014,0.086956522,0.217391304,54,103,807,522,32,15,0,-0.019230769,0,0.029411765,0.029411765,-0.022296544,-0.039855072,-0.045150502,0
jean-pierre-drucker,2019,11,46,0.009174312,0.059633028,0.114678899,0.23853211,0.011267606,0.053521127,0.111267606,0.216901408,0,0,0,0.090909091,0,0,0.02173913,0.043478261,103,496,522,122,33,16,-0.025,-0.023076923,-0.075,-0.125,-0.129545455,-0.069230769,-0.119899666,-0.132107023,0
jean-pierre-drucker,2020,16,35,0.008547009,0.05982906,0.115384615,0.230769231,0.010738255,0.053691275,0.108724832,0.218791946,0,0.0625,0.125,0.125,0,0.057142857,0.057142857,0.257142857,496,135,122,259,34,17,0,0,0.001838235,0.003676471,-0.084558824,-0.000414079,-0.014906832,0.019875776,0
jelle-vanendert,2007,22,41,0.053571429,0.053571429,0.142857143,0.25,0.01,0.07,0.1,0.22,0.045454545,0.045454545,0.090909091,0.181818182,0,0,0.073170732,0.12195122,544,459,102,124,22,5,0.022727273,0,0.022727273,-0.065656566,-0.02020202,0,0.036585366,-0.054409006,0
jelle-vanendert,2009,17,61,0.034482759,0.034482759,0.091954023,0.172413793,0.004545455,0.031818182,0.05,0.122727273,0,0,0,0.058823529,0,0,0,0.032786885,709,390,69,141,24,7,-0.022727273,0,-0.022727273,-0.045454545,-0.061497326,0,-0.036585366,-0.044582167,0
jelle-vanendert,2011,16,67,0.027272727,0.027272727,0.072727273,0.154545455,0.006309148,0.031545741,0.044164038,0.110410095,0,0,0,0.125,0.014925373,0.044776119,0.044776119,0.074626866,1118,100,28,497,26,9,0,0.007462687,0,0,0.033088235,0.02238806,0.02238806,0.02091999,0
jelle-vanendert,2012,14,64,0.024193548,0.032258065,0.080645161,0.177419355,0.005249344,0.026246719,0.041994751,0.099737533,0,0.071428571,0.142857143,0.357142857,0,0,0.03125,0.046875,100,118,497,460,27,10,0,0,0.035714286,0.071428571,0.178571429,0,0.015625,-0.0265625,0
jelle-vanendert,2014,12,62,0.02027027,0.033783784,0.081081081,0.182432432,0.004065041,0.020325203,0.032520325,0.079268293,0,0.083333333,0.166666667,0.416666667,0,0,0,0.016129032,621,90,83,522,29,12,0,0,0.005952381,0.011904762,0.029761905,0,-0.015625,-0.015372984,0
jelle-vanendert,2016,21,64,0.016483516,0.027472527,0.076923077,0.164835165,0.003257329,0.017915309,0.029315961,0.071661238,0,0,0.047619048,0.095238095,0,0.015625,0.03125,0.046875,556,244,101,256,31,14,0,0,-0.041666667,-0.05952381,-0.160714286,0.0078125,0.015625,0.015372984,0
jelle-vanendert,2017,21,53,0.014778325,0.024630542,0.068965517,0.15270936,0.002998501,0.016491754,0.032983508,0.076461769,0,0,0,0.047619048,0,0,0.075471698,0.132075472,244,263,256,245,32,15,0,0,0,-0.038461538,-0.014652015,0,0.037735849,0.048796357,0
jelle-vanendert,2018,14,61,0.013824885,0.02764977,0.073732719,0.156682028,0.004120879,0.019230769,0.034340659,0.076923077,0,0.071428571,0.142857143,0.214285714,0.016393443,0.049180328,0.049180328,0.081967213,263,138,245,424,33,16,0,0.008196721,0.035714286,0.047619048,0.05952381,0.016777664,0.008965164,0.017546107,0
jelle-vanendert,2019,14,60,0.012987013,0.025974026,0.069264069,0.155844156,0.003807107,0.017766497,0.031725888,0.07106599,0,0,0,0.142857143,0,0,0,0,138,411,424,153,34,17,0,0,0,0,0.047619048,0,-0.037735849,-0.066037736,0
jelle-vanendert,2020,9,35,0.0125,0.025,0.066666667,0.15,0.0036452,0.017010936,0.030376671,0.068043742,0,0,0,0,0,0,0,0,411,331,153,95,35,18,0,-0.008196721,-0.035714286,-0.071428571,-0.107142857,-0.024590164,-0.024590164,-0.040983607,0
jens-debusschere,2013,18,75,0.048076923,0.105769231,0.115384615,0.173076923,0.018248175,0.03649635,0.072992701,0.149635036,0.111111111,0.166666667,0.222222222,0.222222222,0.053333333,0.08,0.12,0.173333333,768,116,62,428,24,7,0.055555556,0.026666667,0.083333333,0.111111111,0.111111111,0.031935484,0.035806452,0.03827957,0
jens-debusschere,2014,19,92,0.056910569,0.130081301,0.138211382,0.211382114,0.016393443,0.046448087,0.084699454,0.153005464,0.105263158,0.263157895,0.263157895,0.421052632,0.010869565,0.076086957,0.119565217,0.163043478,116,83,428,545,25,8,0.052631579,0.005434783,0.131578947,0.131578947,0.182748538,0.038043478,0.053025852,0.034224442,0
jens-debusschere,2015,20,95,0.062937063,0.132867133,0.153846154,0.244755245,0.017353579,0.054229935,0.09978308,0.1670282,0.1,0.15,0.25,0.45,0.021052632,0.084210526,0.157894737,0.221052632,83,49,545,745,26,9,-0.005555556,-0.016140351,-0.008333333,0.013888889,0.113888889,0.002105263,0.018947368,0.023859649,0
jens-debusschere,2016,20,64,0.061349693,0.122699387,0.147239264,0.251533742,0.015238095,0.057142857,0.104761905,0.171428571,0.05,0.05,0.1,0.3,0,0.078125,0.140625,0.203125,49,111,745,460,27,10,-0.027631579,-0.005434783,-0.106578947,-0.081578947,-0.060526316,0.001019022,0.010529891,0.020040761,0
jens-debusschere,2017,23,60,0.053763441,0.112903226,0.134408602,0.241935484,0.018803419,0.063247863,0.111111111,0.179487179,0,0.043478261,0.043478261,0.173913043,0.05,0.116666667,0.166666667,0.25,111,178,460,320,28,11,-0.05,0.014473684,-0.05326087,-0.10326087,-0.138043478,0.01622807,0.004385965,0.014473684,0
jens-debusschere,2018,29,58,0.046511628,0.097674419,0.134883721,0.237209302,0.018662519,0.059097978,0.104199067,0.175738725,0,0,0.137931034,0.206896552,0.017241379,0.017241379,0.034482759,0.137931034,178,120,320,466,29,12,-0.025,0.00862069,-0.025,0.018965517,-0.046551724,-0.03044181,-0.053071121,-0.032596983,0
