rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne,result_benelux_tour,result_milano-sanremo,result_ronde-van-vlaanderen,result_paris-roubaix,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_e3-harelbeke,result_gent-wevelgem,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_cyclassics-hamburg,result_gp-quebec,result_gp-montreal,RankY1,RankY2,RankY3,RankY4,RankY5,actual_rank
marco-pinotti,2008,21,68,0.0336134453781512,0.0756302521008403,0.1092436974789916,0.1932773109243697,0.0082236842105263,0.0361842105263157,0.0509868421052631,0.0953947368421052,0.0476190476190476,0.1428571428571428,0.1904761904761904,0.1904761904761904,0.0294117647058823,0.0735294117647058,0.088235294117647,0.1617647058823529,210,52,279.0,696.0,200.66666666666663,382.0,32,11,21.62964876033058,0.0238095238095238,0.0147058823529411,0.0214285714285714,0.0452380952380952,0.0452380952380952,0.0308823529411764,0.038235294117647,0.0338235294117647,0.0454545454545454,0.1136363636363636,0.1590909090909091,0.1590909090909091,0.0084388185654008,0.0464135021097046,0.0548523206751054,0.1097046413502109,119,608,44,237,144.2266734461186,277.2417717444469,0.0388232310026487,0.0334578842805237,0.0455102715706857,0.0455102715706857,0.0169808902702831,0.0323830402307009,0.0401870494158599,0.0425125593010013,,65.0,,,,,,15.0,3.0,,,,,,,,,44.0,,,,,,100.0,,,,,,86,53,135,89,285,86.0
marco-pinotti,2009,16,75,0.0444444444444444,0.0814814814814814,0.1185185185185185,0.2,0.0117130307467057,0.0409956076134699,0.0571010248901903,0.1039531478770131,0.125,0.125,0.1875,0.25,0.04,0.08,0.1066666666666666,0.1733333333333333,52,86,696.0,512.0,116.0,495.6666666666667,33,12,21.62964876033058,0.0240384615384615,0.02,0.0240384615384615,0.016826923076923,0.048076923076923,0.0102380952380952,0.0176190476190476,0.045,0.08,0.12,0.18,0.2,0.0220264317180616,0.0704845814977973,0.0881057268722467,0.1365638766519823,135,683,50,227,83.16249154516716,208.97926531915397,0.0390681636318264,0.0341017329329037,0.020343707684913,0.0485290387533108,0.0207250357046648,0.0104666118575382,0.0176252885441974,0.0489648059682031,,37.0,,,84.0,,,54.0,61.0,,,,,,,,,85.0,,,,,40.0,77.0,9.0,,,,,53,135,89,285,999,53.0
marcus-burghardt,2007,17,91,0.0185185185185185,0.037037037037037,0.0925925925925925,0.1666666666666666,0.0251046025104602,0.0543933054393305,0.0753138075313807,0.1924686192468619,0.0588235294117647,0.1176470588235294,0.1176470588235294,0.1764705882352941,0.0219780219780219,0.0439560439560439,0.0659340659340659,0.1758241758241758,673,68,79.0,599.0,422.3333333333333,261.6666666666667,24,8,20.99605274208449,0.0294117647058823,0.0109890109890109,0.0588235294117647,-0.0078431372549019,0.0215686274509804,0.0219780219780219,0.023533070702882,0.0218743520630313,0.0222222222222222,0.0444444444444444,0.0888888888888888,0.1333333333333333,0.0117647058823529,0.0235294117647058,0.0411764705882352,0.1470588235294117,54,239,45,170,315.54133379532595,292.47450031299024,0.0339617805405662,0.0679235610811324,0.0728750842602162,0.0499210156100007,0.0126890169052665,0.025378033810533,0.0339571330097002,0.0495600025658732,127.0,,,,34.0,,,,,,73.0,,,,13.0,20.0,,,,,3.0,1.0,,80.0,,46.0,22.0,,,389,155,248,435,999,389.0
mark-cavendish,2007,12,72,0.0454545454545454,0.0909090909090909,0.1363636363636363,0.3181818181818182,0.1161290322580645,0.232258064516129,0.2838709677419355,0.3870967741935484,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.3055555555555556,0.3333333333333333,0.4166666666666667,353,41,166.0,753.0,434.0,320.3333333333333,22,5,22.857142857142858,0.0416666666666666,0.0555555555555555,0.0416666666666666,0.0416666666666666,-0.0416666666666666,0.0694444444444444,0.0833333333333333,-0.0138888888888888,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.2631578947368421,0.1232876712328767,0.2465753424657534,0.2945205479452055,0.3972602739726027,22,155,19,146,439.1389301804157,379.7951202073736,0.0481125224324688,0.0481125224324688,0.1734721666221777,0.2678791878053598,0.0569666779964255,0.0731261388475396,0.0858464589396187,0.0446024214288025,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,14,3,11,7,13,14.0
mark-cavendish,2008,3,97,0.08,0.12,0.2,0.36,0.1388888888888889,0.2301587301587301,0.2976190476190476,0.3928571428571428,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1752577319587628,0.2268041237113402,0.3195876288659793,0.4020618556701031,41,14,753.0,1194.0,136.0,704.3333333333334,23,6,22.857142857142858,0.1666666666666666,0.0429860088365242,0.1666666666666666,0.1666666666666666,0.0,0.0151877761413843,0.0169366715758468,0.0224594992636229,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1511111111111111,0.2444444444444444,0.3155555555555555,0.3955555555555555,25,252,18,225,188.41178307101708,515.7250559487422,0.1734721666221777,0.1734721666221777,0.2926570486903538,0.2886751345948128,0.0473511809374227,0.0563222289725947,0.0245082348872147,0.031021768790004,,132.0,,,,131.0,,,113.0,,,,,,,,,,,,,17.0,,,,,,,,3,11,7,13,6,3.0
mark-cavendish,2009,5,95,0.1333333333333333,0.1666666666666666,0.2333333333333333,0.4,0.1671469740634005,0.2507204610951009,0.30835734870317,0.3861671469740634,0.4,0.4,0.4,0.6,0.2421052631578947,0.3052631578947368,0.3368421052631579,0.3684210526315789,14,3,1194.0,1843.0,19.33333333333333,1263.3333333333333,24,7,22.857142857142858,0.1583333333333333,0.037719298245614,0.1583333333333333,0.1583333333333333,0.2166666666666666,-0.0001461988304093,0.0017543859649122,-0.0241228070175438,0.2,0.2,0.25,0.35,0.1969696969696969,0.2765151515151515,0.3295454545454545,0.3939393939393939,30,347,20,264,19.55334583474995,548.2976685463229,0.1669442133479635,0.1669442133479635,0.2920235911322538,0.2714842605082359,0.0412984678304137,0.0453829879266404,0.0091193277118816,0.0247408010074612,127.0,,,,,113.0,,,123.0,,115.0,,,1.0,,,,,24.0,,,55.0,,,,,,,,11,7,13,6,63,11.0
mark-cavendish,2010,9,83,0.1025641025641025,0.1794871794871795,0.2307692307692307,0.3846153846153846,0.1651162790697674,0.2488372093023255,0.2976744186046511,0.3651162790697674,0.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1566265060240964,0.2409638554216867,0.253012048192771,0.2771084337349397,3,11,1843.0,1461.0,9.333333333333334,1499.3333333333333,25,8,22.857142857142858,-0.1666666666666666,-0.0093156129673332,-0.0555555555555555,-0.2222222222222222,-0.1666666666666666,0.0070798658551732,-0.0332877903366041,-0.0624767109675816,0.1764705882352941,0.2941176470588235,0.3529411764705882,0.4705882352941176,0.1927272727272727,0.2581818181818182,0.3054545454545455,0.3527272727272727,39,430,17,275,5.686240703077327,326.1937052325402,0.2143033502442879,0.0898100418739418,0.2236987980820962,0.1763834207376393,0.044948735481632,0.0418145077407773,0.0442671875586947,0.0646568579143602,151.0,,144.0,,,154.0,,,,,,,,89.0,,,,,,,,,,,,,,,,7,13,6,63,35,7.0
mark-cavendish,2011,11,89,0.14,0.2,0.24,0.36,0.1599229287090559,0.2427745664739884,0.2890173410404624,0.348747591522158,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.1348314606741573,0.2134831460674157,0.247191011235955,0.2696629213483146,11,7,1461.0,1607.0,7.0,1637.0,26,9,22.857142857142858,-0.0636363636363636,-0.0536369012418687,-0.0636363636363636,-0.0636363636363636,-0.1636363636363636,-0.0458900059136605,-0.0448255470136014,-0.0493790656416321,0.2,0.28,0.28,0.36,0.1797752808988764,0.2546816479400749,0.2808988764044944,0.3071161048689138,50,519,25,267,4.0,192.75891678467173,0.2043601854556044,0.0916097206501223,0.0916097206501223,0.1741128196073959,0.0566999568228299,0.0471047772810039,0.0501641997177789,0.0549948459994581,130.0,,,129.0,,125.0,,,,,127.0,,,52.0,110.0,,,,27.0,,,60.0,,,,,,,,13,6,63,35,15,13.0
mark-cavendish,2012,6,97,0.1428571428571428,0.1964285714285714,0.2321428571428571,0.3392857142857143,0.1574675324675324,0.2451298701298701,0.2938311688311688,0.349025974025974,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1443298969072164,0.2577319587628865,0.3195876288659793,0.3505154639175257,7,13,1607.0,1257.0,10.333333333333334,1441.6666666666667,27,10,22.857142857142858,0.0833333333333333,-0.0061483045584399,-0.0277777777777777,-0.0277777777777777,-0.0833333333333333,0.0083840516705999,0.0332877903366041,0.0367035150912929,0.1538461538461538,0.2307692307692307,0.2307692307692307,0.2692307692307692,0.1449814126394052,0.2379182156133829,0.275092936802974,0.3011152416356877,56,616,26,269,3.055050463303893,175.79912779457504,0.1374813897860222,0.0530503409312751,0.0530503409312751,0.0843600661034851,0.0109274187898509,0.0223394870921198,0.0402232574876265,0.0446862420565744,142.0,145.0,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,6,63,35,15,255,6.0
mark-cavendish,2013,5,114,0.1475409836065573,0.2131147540983606,0.2459016393442623,0.360655737704918,0.1616438356164383,0.2520547945205479,0.3013698630136986,0.3643835616438356,0.2,0.4,0.4,0.6,0.1842105263157894,0.2894736842105263,0.3421052631578947,0.4473684210526316,13,6,1257.0,1868.0,8.666666666666666,1577.3333333333333,28,11,22.857142857142858,-0.0363636363636363,0.024689532820816,0.0636363636363636,0.0636363636363636,0.1636363636363636,0.0379952690715553,0.0474571259609698,0.0888527498521584,0.2272727272727272,0.2727272727272727,0.2727272727272727,0.3181818181818182,0.1566666666666666,0.2566666666666666,0.3066666666666666,0.3633333333333333,61,730,22,300,3.7859388972001824,306.5784293347028,0.0542359343784193,0.1168272540333415,0.1168272540333415,0.2258812623010334,0.0262010719136261,0.0381664260108098,0.0495933955889858,0.0889727238829235,148.0,127.0,,,,,,,,,,,,9.0,,,,,,,,18.0,,,,,,,,63,35,15,255,360,63.0
mark-cavendish,2014,4,87,0.1384615384615384,0.2,0.2615384615384615,0.3692307692307692,0.1615667074663402,0.2496940024479804,0.2937576499388005,0.3549571603427172,0.0,0.0,0.5,0.5,0.160919540229885,0.2298850574712643,0.2298850574712643,0.2758620689655172,6,63,1868.0,614.0,27.33333333333333,1246.3333333333333,29,12,22.857142857142858,-0.0833333333333333,0.0082948216613342,-0.0833333333333333,0.1666666666666666,0.1666666666666666,-0.0139234506458111,-0.0448512856973574,-0.0373266974760042,0.1333333333333333,0.2,0.3333333333333333,0.4,0.1644295302013423,0.261744966442953,0.3020134228187919,0.3657718120805369,65,817,15,298,31.0859024854247,627.0680452178482,0.1071516751221439,0.2009237924447236,0.1710533813148961,0.2268953095184681,0.0200339332984942,0.0298155202386547,0.059367457041264,0.0859922995485685,,,,,,127.0,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,35,15,255,360,999,35.0
mark-renshaw,2007,5,80,0.0232558139534883,0.1162790697674418,0.1162790697674418,0.1627906976744186,0.0058997050147492,0.0648967551622418,0.0943952802359882,0.2241887905604719,0.0,0.4,0.4,0.4,0.025,0.1,0.1125,0.225,244,160,237.0,360.0,204.33333333333331,292.6666666666667,25,7,23.095409007209515,0.0,0.0125,0.1545454545454545,0.1545454545454545,0.1545454545454545,0.0335164835164835,0.023282967032967,-0.0303571428571428,0.03125,0.125,0.125,0.15625,0.0079681274900398,0.0637450199203187,0.0916334661354581,0.2350597609561753,43,339,32,251,42.19399641339196,62.324420040088086,0.0360843918243516,0.1871944250099904,0.1871944250099904,0.1694719151586722,0.0144337567297406,0.033595299301671,0.0241009131196914,0.0495622847337288,,,144.0,82.0,,,,,,,,,,,,,,,,,,,,,,,84.0,,,129,262,414,174,73,129.0
mark-renshaw,2008,17,67,0.0166666666666666,0.1,0.1,0.1333333333333333,0.0098522167487684,0.0665024630541872,0.1034482758620689,0.2192118226600985,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0298507462686567,0.0746268656716417,0.1492537313432835,0.1940298507462686,160,129,360.0,408.0,177.66666666666666,335.0,26,8,23.095409007209515,-0.03125,0.0149253731343283,-0.0018382352941176,-0.0018382352941176,-0.0330882352941176,0.0060634328358208,0.0246268656716417,0.0032649253731343,0.0263157894736842,0.1052631578947368,0.1052631578947368,0.131578947368421,0.0176211453744493,0.079295154185022,0.118942731277533,0.2026431718061674,60,406,38,227,59.50070027599115,88.19863944528849,0.0360843918243516,0.1959256451305916,0.1959256451305916,0.1809261863037707,0.0160187223385564,0.0191359470485216,0.0256027889720717,0.0200334682284709,,,,38.0,,,124.0,,,,123.0,,,,,,,,,,,,,,,,2.0,,,262,414,174,73,215,262.0
mark-renshaw,2009,6,81,0.0151515151515151,0.0909090909090909,0.0909090909090909,0.1363636363636363,0.0102669404517453,0.0636550308008213,0.1006160164271047,0.2094455852156057,0.0,0.0,0.0,0.1666666666666666,0.0123456790123456,0.0493827160493827,0.0864197530864197,0.1604938271604938,129,262,408.0,226.0,183.66666666666663,331.3333333333333,27,9,23.095409007209515,0.0,-0.0063271604938271,-0.2,-0.2,-0.1166666666666666,-0.0253086419753086,-0.0130401234567901,-0.032253086419753,0.0,0.1071428571428571,0.1071428571428571,0.1428571428571428,0.0219298245614035,0.0745614035087719,0.1140350877192982,0.1929824561403508,66,487,28,228,69.58687615731384,94.32567695666611,0.0,0.215971291184539,0.215971291184539,0.1743922641539608,0.0090377814264107,0.0253086693655663,0.0315677178731469,0.032261590571308,145.0,,,101.0,,,,,,,,,,95.0,,,,,,,,45.0,,,,,,,,414,174,73,215,146,414.0
mark-renshaw,2010,4,65,0.0142857142857142,0.0857142857142857,0.0857142857142857,0.1285714285714285,0.0108695652173913,0.0615942028985507,0.0942028985507246,0.1938405797101449,0.0,0.0,0.0,0.0,0.0153846153846153,0.0461538461538461,0.0461538461538461,0.0769230769230769,262,414,226.0,142.0,268.3333333333333,258.6666666666667,28,10,23.095409007209515,0.0,-0.0072330654420206,-0.0294117647058823,-0.0294117647058823,-0.0294117647058823,-0.0142365097588978,-0.0515499425947187,-0.0585533869115958,0.0,0.037037037037037,0.037037037037037,0.074074074074074,0.0187793427230046,0.056338028169014,0.0938967136150234,0.1455399061032863,70,552,27,213,142.60551648983758,135.97548798711233,0.0,0.0339617805405662,0.0339617805405662,0.0845262559240363,0.0093535328145474,0.0155906250217562,0.0519599820547215,0.0603085561210935,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,174,73,215,146,999,174.0
martin-elmiger,2007,18,77,0.0340136054421768,0.1020408163265306,0.1360544217687075,0.2312925170068027,0.0061728395061728,0.037037037037037,0.0596707818930041,0.1316872427983539,0.0555555555555555,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0129870129870129,0.0779220779220779,0.0909090909090909,0.1948051948051948,161,53,323.0,678.0,119.66666666666669,457.6666666666667,29,10,22.03840115928028,0.0039682539682539,-0.0004509379509379,0.0079365079365079,0.0079365079365079,0.0238095238095238,0.02507215007215,0.0315656565656565,0.0626803751803751,0.0357142857142857,0.0892857142857142,0.1071428571428571,0.2678571428571428,0.0091324200913242,0.0365296803652968,0.0410958904109589,0.1095890410958904,147,486,56,219,58.28664798505172,192.3806989625865,0.0300471341047633,0.0268078484689061,0.0115241261011973,0.0804235454067184,0.007771498365128,0.0394924169998234,0.0465861754276825,0.0761769496980642,74.0,,,1.0,,51.0,,,55.0,,27.0,,,14.0,33.0,24.0,,,,,19.0,17.0,,16.0,,15.0,14.0,,,99,125,100,421,380,99.0
martin-elmiger,2008,15,73,0.0308641975308641,0.1049382716049382,0.1358024691358024,0.228395061728395,0.0071556350626118,0.0393559928443649,0.0608228980322003,0.1305903398926654,0.0,0.1333333333333333,0.1333333333333333,0.2,0.0136986301369863,0.0547945205479452,0.0684931506849315,0.1232876712328767,53,99,678.0,476.0,104.33333333333331,492.3333333333333,30,11,22.03840115928028,0.0,0.0068493150684931,0.0372549019607843,0.0078431372549019,0.0117647058823529,0.0273972602739726,0.0342465753424657,0.0330724070450097,0.02,0.1,0.12,0.24,0.009090909090909,0.0454545454545454,0.0545454545454545,0.1272727272727272,162,559,50,220,54.19717089787376,178.06272303133335,0.0320750149549792,0.0382525146033788,0.0114207777098746,0.0845944558816388,0.0077116942898748,0.0400191071445198,0.0473607588565315,0.0688486405331528,69.0,,,13.0,,43.0,,,37.0,,52.0,45.0,,21.0,22.0,32.0,,,,,,47.0,,18.0,,,,,,125,100,421,380,104,125.0
martin-elmiger,2009,12,48,0.028735632183908,0.1034482758620689,0.132183908045977,0.2298850574712643,0.0065897858319604,0.0411861614497528,0.0658978583196046,0.1400329489291598,0.0,0.0833333333333333,0.0833333333333333,0.25,0.0,0.0625,0.125,0.25,99,125,476.0,411.0,92.33333333333331,521.6666666666666,31,12,22.03840115928028,-0.0277777777777777,-0.0064935064935064,-0.0138888888888888,-0.0138888888888888,-0.0416666666666666,-0.0077110389610389,0.0170454545454545,0.0275974025974025,0.0222222222222222,0.1111111111111111,0.1111111111111111,0.2666666666666666,0.0101010101010101,0.0656565656565656,0.0909090909090909,0.1818181818181818,174,607,45,198,36.460023770334175,139.2348136542486,0.0320750149549792,0.0250513875156827,0.0250513875156827,0.0673575314054563,0.0077116942898748,0.0117763803940662,0.0284537299203858,0.0635311432291244,,,,4.0,,55.0,,,94.0,,88.0,,,12.0,9.0,,,,3.0,,61.0,,,87.0,,,,,,100,421,380,104,421,100.0
martin-elmiger,2010,18,73,0.0364583333333333,0.109375,0.1354166666666666,0.2239583333333333,0.0088235294117647,0.0426470588235294,0.0647058823529411,0.1308823529411764,0.1111111111111111,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0273972602739726,0.0547945205479452,0.0547945205479452,0.0547945205479452,125,100,411.0,452.0,108.0,446.3333333333333,32,13,22.03840115928028,0.0555555555555555,0.0068493150684931,0.0166666666666666,0.0166666666666666,-0.0166666666666666,0.0,-0.0068493150684931,-0.0342465753424657,0.0444444444444444,0.1333333333333333,0.1333333333333333,0.2,0.0154639175257731,0.056701030927835,0.0773195876288659,0.1288659793814432,192,680,45,194,14.730919862656236,32.86842456421259,0.0641500299099584,0.041943524640393,0.041943524640393,0.041943524640393,0.0136986301369863,0.0044487606358789,0.0372144367869932,0.0990391380216619,72.0,,,16.0,,,,,,,61.0,,,,,,,,45.0,,,,,,59.0,38.0,86.0,,,421,380,104,421,210,421.0
martin-elmiger,2011,18,70,0.0333333333333333,0.1,0.1285714285714285,0.2095238095238095,0.008,0.04,0.0626666666666666,0.1226666666666666,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0142857142857142,0.0428571428571428,0.0428571428571428,100,421,452.0,139.0,215.33333333333331,334.0,33,14,22.03840115928028,0.0,0.0,-0.0416666666666666,-0.0138888888888888,-0.0972222222222222,-0.0241071428571428,-0.0410714285714285,-0.1035714285714285,0.0416666666666666,0.0833333333333333,0.1041666666666666,0.1458333333333333,0.0104712041884816,0.0418848167539267,0.0680628272251308,0.0994764397905759,210,750,48,191,178.55064640973254,170.11466721009097,0.0641500299099584,0.0833333333333333,0.0578240555407259,0.0975523495634512,0.0158178155942363,0.0259003061285504,0.0443823525567268,0.1163012205865624,,,,,,71.0,,,,,56.0,,,,,17.0,,,,,34.0,101.0,,67.0,,,71.0,,,380,104,421,210,298,380.0
martin-elmiger,2012,13,70,0.0313901345291479,0.0986547085201793,0.1255605381165919,0.2062780269058296,0.0073170731707317,0.0365853658536585,0.0597560975609756,0.1182926829268292,0.0,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0,0.0,0.0285714285714285,0.0714285714285714,421,380,139.0,163.0,300.3333333333333,251.33333333333331,34,15,22.03840115928028,-0.0555555555555555,-0.0136986301369863,-0.0448717948717948,-0.0448717948717948,-0.0064102564102564,-0.0273972602739726,-0.0131115459882583,0.0083170254403131,0.0408163265306122,0.0816326530612244,0.1020408163265306,0.1224489795918367,0.0093896713615023,0.0234741784037558,0.0422535211267605,0.056338028169014,223,820,49,213,174.70069643059048,174.1962494812484,0.0641500299099584,0.0834154756236886,0.0589578407024925,0.0607880008357603,0.0158178155942363,0.0284238294966365,0.0131290591919526,0.0143499080452592,,,,51.0,,,,,109.0,,29.0,77.0,,,,,,,,,,,,,,,70.0,,,104,421,210,298,999,104.0
marzio-bruseghin,2007,9,104,0.0303030303030303,0.0454545454545454,0.0454545454545454,0.1212121212121212,0.0046511627906976,0.0155038759689922,0.0294573643410852,0.089922480620155,0.0,0.0,0.0,0.1111111111111111,0.0192307692307692,0.0288461538461538,0.0576923076923076,0.1153846153846153,101,103,451.0,466.0,94.0,484.6666666666667,33,12,21.132713440405748,0.0,0.0096153846153846,-0.0454545454545454,-0.0454545454545454,0.01010101010101,0.0076663201663201,0.0018191268191268,-0.0369022869022869,0.032258064516129,0.064516129032258,0.064516129032258,0.0967741935483871,0.0075757575757575,0.0265151515151515,0.0492424242424242,0.125,66,645,31,264,13.892443989449804,45.938364504337045,0.0524863881081478,0.0524863881081478,0.0524863881081478,0.0116636418018106,0.0111028897921081,0.011016864654538,0.0122540482542006,0.0551088277452495,41.0,8.0,,,,68.0,,72.0,,,46.0,30.0,,,,,,,,,,,,,91.0,,111.0,,,54,186,434,260,484,54.0
marzio-bruseghin,2008,5,94,0.028169014084507,0.0422535211267605,0.0422535211267605,0.1126760563380281,0.0054127198917456,0.0162381596752368,0.0284167794316644,0.0933694181326116,0.0,0.0,0.0,0.0,0.0106382978723404,0.0212765957446808,0.0212765957446808,0.1170212765957446,103,54,466.0,690.0,86.0,535.6666666666666,34,13,21.132713440405748,-0.0454545454545454,0.0053191489361702,-0.0454545454545454,-0.0454545454545454,-0.0454545454545454,-0.0068035625927758,-0.0068035625927758,0.0178129638792676,0.04,0.04,0.04,0.08,0.0105633802816901,0.028169014084507,0.0387323943661971,0.1056338028169014,71,739,25,284,27.73084924772409,133.86684926946376,0.0524863881081478,0.0524863881081478,0.0524863881081478,0.0591865179503264,0.0096335043024606,0.0068179210169669,0.0184005867775591,0.0201128301879132,25.0,3.0,10.0,,,52.0,,,,,,,,132.0,,,,,,,,,,,17.0,,,,,186,434,260,484,999,186.0
matej-mohoric,2016,10,77,0.0454545454545454,0.1212121212121212,0.2121212121212121,0.2727272727272727,0.0336700336700336,0.0841750841750841,0.0976430976430976,0.1447811447811448,0.0,0.1,0.1,0.2,0.0129870129870129,0.0259740259740259,0.0259740259740259,0.0909090909090909,738,322,66.0,192.0,633.3333333333334,102.66666666666669,22,6,20.811654526534856,0.0,0.0064935064935064,0.05,0.0142857142857142,0.0642857142857143,0.0057406361754187,-0.0015057406361754,0.0164690382081686,0.0,0.0263157894736842,0.0789473684210526,0.131578947368421,0.005,0.015,0.02,0.06,66,297,38,200,274.40359570044507,77.77746031681244,0.0,0.0577350269189625,0.0164957219768464,0.0644178536117556,0.0074980554440211,0.0130160769030452,0.0159367430543532,0.0362441059291949,,98.0,,,,,117.0,,62.0,,,,,,,,,,,,,,,99.0,,116.0,70.0,86.0,28.0,118,45,131,140,13,118.0
