rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne,result_benelux_tour,result_milano-sanremo,result_ronde-van-vlaanderen,result_paris-roubaix,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_e3-harelbeke,result_gent-wevelgem,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_cyclassics-hamburg,result_gp-quebec,result_gp-montreal,RankY1,RankY2,RankY3,RankY4,RankY5,actual_rank
manuel-belletti,2011,14,65,0.0535714285714285,0.25,0.2678571428571428,0.3392857142857143,0.024793388429752,0.1074380165289256,0.1570247933884297,0.2438016528925619,0.0,0.2142857142857142,0.2142857142857142,0.3571428571428571,0.0615384615384615,0.1538461538461538,0.2307692307692307,0.2923076923076923,109,126,428.0,420.0,150.33333333333334,370.0,26,9,23.51020408163265,0.0,0.0307692307692307,-0.0292207792207792,-0.0292207792207792,-0.0032467532467532,0.0324786324786324,0.0709401709401709,0.0572649572649572,0.0263157894736842,0.2368421052631578,0.2631578947368421,0.3421052631578947,0.029940119760479,0.1197604790419161,0.1676646706586826,0.2395209580838323,56,242,38,167,57.50072463311513,93.6162379077476,0.0444115591684327,0.0301319303333779,0.0471924448667525,0.0305975485483562,0.0317025084583492,0.0337833056696637,0.0709489609143546,0.0574062789222729,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,162,282,261,134,238,162.0
manuel-belletti,2012,18,72,0.0405405405405405,0.1891891891891892,0.2297297297297297,0.3243243243243243,0.0254777070063694,0.0987261146496815,0.1496815286624203,0.2452229299363057,0.0,0.0,0.1111111111111111,0.2777777777777778,0.0277777777777777,0.0694444444444444,0.125,0.25,126,162,420.0,368.0,132.33333333333334,405.3333333333333,27,10,23.51020408163265,-0.0384615384615384,0.0051169590643274,-0.1153846153846153,-0.0982905982905982,-0.0149572649572649,-0.0179093567251461,-0.0164473684210526,0.0109649122807017,0.0222222222222222,0.1333333333333333,0.2,0.3111111111111111,0.0360824742268041,0.1082474226804123,0.1701030927835051,0.2577319587628865,74,314,45,194,27.061657993059725,32.57811126098831,0.0444115591684327,0.1287403792731866,0.0983310372172799,0.0400812752699517,0.0230218803302941,0.0423614138078121,0.0541292985276316,0.0326530157035142,,,,108.0,,102.0,,,,,,132.0,,130.0,95.0,,,,,,105.0,155.0,,,,20.0,8.0,,,282,261,134,238,317,282.0
manuel-belletti,2013,14,62,0.034090909090909,0.1590909090909091,0.2045454545454545,0.2840909090909091,0.0212765957446808,0.0851063829787234,0.1303191489361702,0.2313829787234042,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0161290322580645,0.032258064516129,0.1612903225806451,162,282,368.0,209.0,190.0,332.3333333333333,28,11,23.51020408163265,0.0,-0.0307692307692307,-0.1071428571428571,-0.0714285714285714,-0.1428571428571428,-0.0688585607940446,-0.0992555831265508,-0.0655086848635235,0.0,0.0652173913043478,0.1304347826086956,0.2391304347826087,0.0301507537688442,0.0804020100502512,0.1306532663316583,0.236180904522613,88,376,46,199,81.68231142664855,109.92876481309764,0.0,0.1237179148263483,0.0737426447871235,0.1474852895742471,0.0308176652662646,0.0694408468950885,0.0993268005978043,0.0668641643762961,,144.0,,,,98.0,,,,,,,,,,,,,,,,,,,,,12.0,,,261,134,238,317,85,261.0
manuel-belletti,2014,25,50,0.0265486725663716,0.1238938053097345,0.1769911504424778,0.2654867256637168,0.0211267605633802,0.0774647887323943,0.1244131455399061,0.2276995305164319,0.0,0.0,0.08,0.2,0.02,0.02,0.08,0.2,282,261,209.0,229.0,235.0,268.6666666666667,29,12,23.51020408163265,0.0,-0.0038888888888888,0.0,-0.0155555555555555,-0.0388888888888888,-0.0247222222222222,-0.0225,-0.0249999999999999,0.0,0.0,0.087719298245614,0.1929824561403508,0.0163043478260869,0.0380434782608695,0.0815217391304347,0.2065217391304347,113,426,57,184,64.08587988004847,86.6044648579583,0.0,0.0,0.0208809106521536,0.1042113157018746,0.0143300312015948,0.0297272900835871,0.0463777227431457,0.0444744233497495,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,134,238,317,85,289,134.0
manuel-belletti,2015,21,36,0.0373134328358208,0.126865671641791,0.1716417910447761,0.2611940298507462,0.0216450216450216,0.08008658008658,0.1341991341991342,0.238095238095238,0.0952380952380952,0.1428571428571428,0.1428571428571428,0.238095238095238,0.0277777777777777,0.1111111111111111,0.25,0.3611111111111111,261,134,229.0,408.0,225.66666666666663,282.0,30,13,23.51020408163265,0.0476190476190476,0.0138888888888888,0.0714285714285714,0.0357142857142857,0.0833333333333333,0.0474910394265232,0.1088709677419355,0.0999103942652329,0.0333333333333333,0.05,0.1,0.1833333333333333,0.0135135135135135,0.0405405405405405,0.1013513513513513,0.2229729729729729,134,462,60,148,80.07704623257112,109.5764573254675,0.0549857399228215,0.0824786098842322,0.0390011337703681,0.0873304425617709,0.0143300312015948,0.053755331925318,0.11444856404517,0.1059745069802988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,317,85,289,453,238.0
manuel-belletti,2016,17,68,0.0331125827814569,0.119205298013245,0.1655629139072847,0.2450331125827814,0.0226415094339622,0.0811320754716981,0.1358490566037735,0.2396226415094339,0.0,0.0588235294117647,0.1176470588235294,0.1176470588235294,0.0294117647058823,0.088235294117647,0.1470588235294117,0.25,134,238,408.0,261.0,211.0,299.3333333333333,31,14,23.51020408163265,0.0,0.0047058823529411,0.0294117647058823,0.0188235294117647,-0.0411764705882353,0.0341176470588235,0.0335294117647058,0.0249999999999999,0.0317460317460317,0.0634920634920634,0.1111111111111111,0.1904761904761904,0.0259740259740259,0.0714285714285714,0.1493506493506493,0.2597402597402597,151,530,63,154,67.66830868286867,95.45854248485745,0.0549857399228215,0.0717983508009876,0.0316329727320702,0.0615643538310627,0.0050290001544475,0.0474000579014088,0.0856288226653245,0.0824646076970826,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,317,85,289,453,999,317.0
manuele-mori,2007,22,54,0.0253164556962025,0.0886075949367088,0.1772151898734177,0.3417721518987341,0.0,0.0136363636363636,0.0409090909090909,0.1409090909090909,0.0454545454545454,0.0909090909090909,0.1363636363636363,0.2272727272727272,0.0,0.0185185185185185,0.0555555555555555,0.1481481481481481,84,135,494.0,400.0,129.0,409.6666666666667,27,7,20.9572742022715,0.0227272727272727,0.0,0.0227272727272727,0.0,-0.0227272727272727,0.0092592592592592,0.0173611111111111,0.0219907407407407,0.0166666666666666,0.0666666666666666,0.1666666666666666,0.3,0.0,0.0128205128205128,0.0384615384615384,0.1346153846153846,79,220,60,156,42.320207938997655,79.93956050250297,0.0262431940540739,0.0229627947973146,0.0656079851351847,0.1106131950791578,0.0,0.0106916716516597,0.017373966433947,0.0253927201726918,,,,,,,,,,,,33.0,,18.0,,,22.0,31.0,4.0,,,,15.0,23.0,29.0,9.0,12.0,,,363,347,219,299,315,363.0
manuele-mori,2008,13,37,0.0217391304347826,0.0760869565217391,0.1521739130434782,0.3260869565217391,0.0,0.0155642023346303,0.0389105058365758,0.1400778210116731,0.0,0.0,0.0,0.2307692307692307,0.0,0.027027027027027,0.027027027027027,0.1351351351351351,135,363,400.0,166.0,194.0,353.3333333333333,28,8,20.9572742022715,0.0,0.0,-0.03125,-0.125,-0.1033653846153846,0.0042542542542542,-0.005005005005005,-0.0065065065065064,0.0196078431372549,0.0588235294117647,0.1372549019607843,0.2941176470588235,0.0,0.0206896551724137,0.0413793103448275,0.1448275862068965,92,257,51,145,148.5631178994302,168.90628565371193,0.0262431940540739,0.0465076862038207,0.1251720578928659,0.1203781144850077,0.0,0.0049123896777896,0.0144741883395021,0.0075130665660311,,,,,,,,,,,,44.0,,28.0,,,,25.0,,,,,,,,10.0,33.0,,,347,219,299,315,278,347.0
manuele-mori,2009,21,60,0.0176991150442477,0.0619469026548672,0.1238938053097345,0.2831858407079646,0.0,0.0126182965299684,0.0315457413249211,0.1261829652996845,0.0,0.0,0.0,0.0952380952380952,0.0,0.0,0.0,0.0666666666666666,363,347,166.0,167.0,281.6666666666667,244.33333333333331,29,9,20.9572742022715,-0.0227272727272727,0.0,-0.0454545454545454,-0.0681818181818181,-0.066017316017316,-0.0092592592592592,-0.0277777777777777,-0.0407407407407407,0.0178571428571428,0.0357142857142857,0.0535714285714285,0.1785714285714285,0.0,0.0132450331125827,0.0264900662251655,0.1125827814569536,113,317,56,151,127.26874452642852,134.8122150746487,0.0262431940540739,0.0524863881081478,0.0787295821622216,0.077259366521241,0.0,0.0138190112711904,0.0277811593320879,0.0437730920134571,,89.0,,,51.0,,,63.0,,,,85.0,,20.0,,,65.0,79.0,,,,,112.0,51.0,,22.0,29.0,,,219,299,315,278,304,219.0
manuele-mori,2010,15,74,0.015625,0.0546875,0.109375,0.2578125,0.0,0.0127877237851662,0.0306905370843989,0.1176470588235294,0.0,0.0,0.0,0.0666666666666666,0.0,0.0135135135135135,0.027027027027027,0.081081081081081,347,219,167.0,254.0,309.6666666666667,195.66666666666663,30,10,20.9572742022715,0.0,0.0,0.0,0.0,-0.082051282051282,-0.0067567567567567,0.0,-0.027027027027027,0.0,0.0,0.0,0.1224489795918367,0.0,0.0116959064327485,0.0175438596491228,0.087719298245614,128,391,49,171,78.92612579705995,50.52062285179522,0.0,0.0,0.0,0.0876685678887701,0.0,0.0135135135135135,0.0156040613294493,0.0360960461292894,,,90.0,,,9.0,43.0,,,72.0,,32.0,,77.0,,,52.0,26.0,,,,,80.0,33.0,,18.0,,,,299,315,278,304,445,299.0
manuele-mori,2011,11,75,0.014388489208633,0.0503597122302158,0.1007194244604316,0.2517985611510791,0.0,0.0107296137339055,0.0257510729613733,0.111587982832618,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.08,219,299,254.0,192.0,288.3333333333333,204.33333333333331,31,11,20.9572742022715,0.0,0.0,0.0,0.0,0.0432900432900432,0.0,0.0,0.0066666666666666,0.0,0.0,0.0,0.1063829787234042,0.0,0.0047846889952153,0.0095693779904306,0.0765550239234449,139,466,47,209,64.66323014923809,44.79211240088296,0.0,0.0,0.0,0.059961528450217,0.0,0.0078020306647246,0.0156040613294493,0.0080283026121354,,,106.0,16.0,,87.0,,,,,,,,72.0,,,,54.0,41.0,,,,,,20.0,,,,,315,278,304,445,278,315.0
manuele-mori,2012,17,59,0.0128205128205128,0.0448717948717948,0.0897435897435897,0.2243589743589743,0.0,0.0095238095238095,0.0247619047619047,0.1009523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.0169491525423728,299,315,192.0,192.0,277.6666666666667,212.66666666666663,32,12,20.9572742022715,0.0,0.0,0.0,0.0,-0.0333333333333333,-0.0067567567567567,-0.005038937242327,-0.0320659642693541,0.0,0.0,0.0,0.0697674418604651,0.0,0.0048076923076923,0.0144230769230769,0.0625,156,525,43,208,51.432804058629095,35.795716689756794,0.0,0.0,0.0,0.0919802217198562,0.0,0.0078020306647246,0.0136583156352501,0.0367184839000804,,,,,,,79.0,,49.0,,51.0,15.0,,,68.0,,74.0,40.0,,,,,35.0,57.0,,17.0,13.0,63.0,30.0,278,304,445,278,999,278.0
marc-sarreau,2015,24,43,0.0,0.0256410256410256,0.0512820512820512,0.1538461538461538,0.0121951219512195,0.0975609756097561,0.2317073170731707,0.3536585365853658,0.0,0.0,0.0416666666666666,0.125,0.0232558139534883,0.0697674418604651,0.1395348837209302,0.2093023255813953,1046,421,32.0,149.0,1467.0,181.0,22,5,22.94408887815481,0.0,0.0116279069767441,0.0,0.0208333333333333,-0.1041666666666666,0.0348837209302325,-0.0016611295681063,-0.0382059800664451,0.0,0.0263157894736842,0.0526315789473684,0.1578947368421052,0.0121951219512195,0.0975609756097561,0.2317073170731707,0.3536585365853658,39,82,38,82,526.3050446271629,78.43681108595207,0.0,0.0524863881081478,0.0455071244720709,0.1076939527097978,0.0134267504462703,0.0782738688900617,0.1349970150981945,0.1858304408588261,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,449,233,156,73,370,449.0
marc-sarreau,2016,25,63,0.0,0.015625,0.0625,0.15625,0.0137931034482758,0.0620689655172413,0.1448275862068965,0.2689655172413793,0.0,0.0,0.08,0.16,0.0158730158730158,0.0158730158730158,0.0317460317460317,0.1587301587301587,421,449,149.0,138.0,638.6666666666666,106.33333333333331,23,6,22.94408887815481,0.0,0.0079365079365079,-0.0454545454545454,-0.0054545454545454,-0.0109090909090909,-0.070188492063492,-0.1716269841269841,-0.2018849206349206,0.0,0.0166666666666666,0.0666666666666666,0.15,0.0144927536231884,0.0652173913043478,0.144927536231884,0.2681159420289855,64,145,60,138,353.03871364672364,64.60908088909278,0.0,0.0524863881081478,0.0258626792056886,0.0286628064541698,0.0118834003483943,0.07081612303172,0.1755399025466283,0.2199758418530744,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,54.0,,,233,156,73,370,213,233.0
marc-sarreau,2017,20,47,0.0,0.0357142857142857,0.0714285714285714,0.1666666666666666,0.015625,0.0625,0.1302083333333333,0.234375,0.0,0.1,0.1,0.2,0.0212765957446808,0.0638297872340425,0.0851063829787234,0.1276595744680851,449,233,138.0,269.0,367.6666666666667,185.33333333333331,24,7,22.94408887815481,0.0,-0.0009896091044037,0.05,0.0291666666666666,0.0375,-0.0029688273132112,-0.0272142503711034,-0.0408213755566551,0.0,0.0289855072463768,0.072463768115942,0.1594202898550724,0.0196078431372549,0.0457516339869281,0.0784313725490196,0.1633986928104575,84,192,69,153,117.46205060926415,72.66590213665096,0.0,0.0577350269189625,0.0296429368265646,0.0375277674973256,0.0038214675986363,0.0295514151222156,0.0538953080623091,0.0412077340551622,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,115.0,,,156,73,370,213,177,156.0
marc-soler,2016,9,69,0.0,0.0384615384615384,0.0769230769230769,0.1923076923076923,0.0197368421052631,0.0723684210526315,0.1118421052631579,0.1381578947368421,0.0,0.0,0.0,0.2222222222222222,0.0289855072463768,0.072463768115942,0.072463768115942,0.1014492753623188,662,491,78.0,123.0,1153.0,201.0,23,6,20.08506616257089,0.0,0.0144927536231884,-0.1,-0.1,0.0111111111111111,0.036231884057971,0.036231884057971,0.0507246376811594,0.0,0.04,0.04,0.16,0.0204081632653061,0.0748299319727891,0.1088435374149659,0.1292517006802721,26,152,25,147,343.6485607904292,62.23343153000644,0.0,0.1154700538379251,0.1154700538379251,0.0702825156802108,0.0144932759881121,0.0470552969919631,0.0810282617822587,0.0885644975604739,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,113,74,175,61,189,113.0
marc-soler,2017,12,79,0.0,0.0263157894736842,0.1052631578947368,0.1842105263157894,0.0216450216450216,0.0779220779220779,0.1168831168831168,0.1688311688311688,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0253164556962025,0.0886075949367088,0.1265822784810126,0.2278481012658227,491,113,123.0,461.0,422.0,220.66666666666663,24,7,20.08506616257089,0.0,0.0053052866716306,0.0,0.0833333333333333,0.0378787878787878,0.0001861504095308,-0.0175912137006701,0.0256887565152643,0.0,0.0,0.0625,0.15625,0.0231481481481481,0.0833333333333333,0.1203703703703703,0.1712962962962963,38,231,32,216,280.92881660662727,209.34739867820983,0.0,0.0,0.0962250448649376,0.0659150570722285,0.0074156803806505,0.0092150491474656,0.0449838375566625,0.0635669062486805,,,48.0,48.0,24.0,,3.0,,,,8.0,,,,,,,79.0,,,,,,,,,,,,74,175,61,189,113,74.0
marco-canola,2014,12,87,0.0,0.0491803278688524,0.081967213114754,0.2131147540983606,0.0165289256198347,0.024793388429752,0.0413223140495867,0.0702479338842975,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0229885057471264,0.0229885057471264,0.057471264367816,0.0919540229885057,617,341,83.0,181.0,570.6666666666666,109.0,26,9,20.37037037037037,0.0,-0.0073736716547386,0.0,0.0416666666666666,0.0416666666666666,-0.0168076339188896,0.0004337453914552,0.0082411624376491,0.0,0.0,0.0294117647058823,0.0588235294117647,0.0174672489082969,0.0262008733624454,0.0436681222707423,0.074235807860262,61,242,34,229,210.3623857378817,63.150613615387776,0.0,0.0,0.0481125224324688,0.0481125224324688,0.0190173159479987,0.0235455149218285,0.0199611766631541,0.01790550250113,,122.0,,,,139.0,,,,,,,,,,,,,22.0,,,,,107.0,,,,,,467,497,60,107,301,467.0
marco-canola,2015,20,65,0.0,0.037037037037037,0.0617283950617283,0.1851851851851851,0.01628664495114,0.0293159609120521,0.0553745928338762,0.1074918566775244,0.0,0.0,0.0,0.1,0.0153846153846153,0.0461538461538461,0.1076923076923077,0.2461538461538461,341,467,181.0,130.0,475.0,131.33333333333334,27,10,20.37037037037037,0.0,0.0076923076923076,0.0,0.0,0.0083333333333333,0.0174589455488331,0.042610198789974,0.0949870354364736,0.0,0.0,0.0227272727272727,0.0909090909090909,0.0124481327800829,0.0248962655601659,0.0580912863070539,0.1203319502074688,81,307,44,241,138.173803595327,49.01360355384343,0.0,0.0,0.0481125224324688,0.0096225044864937,0.0117116532825451,0.017767078931791,0.0428361688190868,0.1009517457891863,,,,,,,,,,,,,,,,,,,82.0,,,,61.0,,,,,,,497,60,107,301,999,497.0
marco-marcato,2007,25,34,0.0,0.0526315789473684,0.1052631578947368,0.2456140350877192,0.03,0.06,0.13,0.3,0.0,0.08,0.12,0.2,0.0294117647058823,0.0294117647058823,0.088235294117647,0.2352941176470588,326,184,177.0,320.0,284.0,222.66666666666663,23,3,22.12973972783723,0.0,-0.0061274509803921,0.04,0.0599999999999999,-0.031578947368421,-0.0269607843137254,-0.0600490196078431,-0.0698529411764705,0.0,0.0526315789473684,0.1052631578947368,0.2456140350877192,0.03,0.06,0.13,0.3,57,100,57,100,86.97125962063559,84.34650753489046,0.0,0.0453259072697114,0.1154153805139141,0.054113871821331,0.0091327731837019,0.0283274630186143,0.0623763806347574,0.0698986316501803,,,,,,,,,,,,,,133.0,,,,,42.0,,,,,,,,,,,315,132,35,29,51,315.0
marco-marcato,2008,19,56,0.0,0.0394736842105263,0.0789473684210526,0.2105263157894736,0.0192307692307692,0.0448717948717948,0.1089743589743589,0.2435897435897435,0.0,0.0,0.0,0.1052631578947368,0.0,0.0178571428571428,0.0714285714285714,0.1428571428571428,184,315,320.0,192.0,275.0,229.66666666666663,24,4,22.12973972783723,0.0,-0.0119047619047619,-0.0384615384615384,-0.1153846153846153,-0.1012145748987854,-0.0267857142857142,-0.0238095238095238,-0.0833333333333333,0.0,0.0526315789473684,0.1052631578947368,0.1929824561403508,0.0151515151515151,0.0378787878787878,0.0909090909090909,0.2196969696969697,76,156,57,132,79.0,78.58965156643293,0.0,0.0453259072697114,0.1154153805139141,0.101283647146631,0.015616926875516,0.0281922545285723,0.0241503588354389,0.0834989213924414,,,,,,,,,,,,,,,37.0,90.0,131.0,,,,,42.0,,,,,,,,132,35,29,51,201,132.0
marco-marcato,2009,7,60,0.0,0.036144578313253,0.0843373493975903,0.216867469879518,0.0138888888888888,0.0555555555555555,0.125,0.2638888888888889,0.0,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0833333333333333,0.1666666666666666,0.3166666666666666,315,132,192.0,385.0,210.33333333333331,299.0,25,5,22.12973972783723,0.0,-0.0147058823529411,-0.04,0.0114285714285714,0.0428571428571428,0.0269607843137254,0.0392156862745097,0.0406862745098039,0.0,0.0392156862745098,0.0784313725490196,0.1764705882352941,0.0066666666666666,0.0466666666666666,0.1133333333333333,0.2333333333333333,83,216,51,150,94.2991693141214,98.19877799647,0.0,0.04618802153517,0.0767361412513664,0.0902631500659183,0.0169808902702831,0.0349480003447661,0.0508334550469325,0.0869634373450067,,,,,,,,,,,,8.0,,,,,109.0,,,,,,53.0,65.0,,,,,,35,29,51,201,238,35.0
marco-marcato,2010,26,63,0.0,0.0642201834862385,0.1376146788990825,0.3027522935779816,0.010752688172043,0.060931899641577,0.1182795698924731,0.2437275985663082,0.0,0.1538461538461538,0.3076923076923077,0.5769230769230769,0.0,0.0793650793650793,0.0952380952380952,0.1746031746031746,132,35,385.0,867.0,160.66666666666666,481.3333333333333,26,6,22.12973972783723,0.0,0.0,0.0769230769230769,0.1538461538461538,0.23582995951417,0.0307539682539682,0.0119047619047619,0.0158730158730158,0.0,0.0769230769230769,0.173076923076923,0.3653846153846153,0.0,0.0614525139664804,0.1117318435754189,0.2122905027932961,109,279,52,179,142.18415289100727,347.6583572033518,0.0,0.0888231183368655,0.1539769198313824,0.2379874817528759,0.0,0.0367108176888304,0.049563476177765,0.0925559262246231,,,,,83.0,,,,,,38.0,62.0,,,69.0,,,,,,9.0,18.0,,8.0,,9.0,10.0,,,29,51,201,238,94,29.0
marco-marcato,2011,24,71,0.0075187969924812,0.075187969924812,0.1428571428571428,0.3082706766917293,0.0085714285714285,0.0714285714285714,0.1371428571428571,0.2628571428571428,0.0416666666666666,0.125,0.1666666666666666,0.3333333333333333,0.0,0.1126760563380281,0.2112676056338028,0.3380281690140845,35,29,867.0,999.0,65.33333333333333,750.3333333333334,27,7,22.12973972783723,0.0208333333333333,0.0,0.0625,0.0119047619047619,0.0238095238095238,0.0146713615023474,0.022300469483568,0.0106807511737089,0.0175438596491228,0.1228070175438596,0.2280701754385964,0.4385964912280701,0.0,0.0927835051546391,0.1597938144329896,0.2783505154639175,133,350,57,194,57.812916665165176,323.19859735669235,0.0240562612162344,0.0817778898857248,0.0890933559222807,0.1562082461307914,0.0,0.0181950708516488,0.0585293827288829,0.0888313742979909,89.0,,,,,23.0,,,,,44.0,3.0,,15.0,33.0,,61.0,24.0,,,,40.0,59.0,26.0,,11.0,36.0,8.0,7.0,51,201,238,94,163,51.0
marco-marcato,2012,22,74,0.0129032258064516,0.0774193548387096,0.1419354838709677,0.3161290322580645,0.0094339622641509,0.0754716981132075,0.1344339622641509,0.2523584905660377,0.0454545454545454,0.0909090909090909,0.1363636363636363,0.3636363636363636,0.0135135135135135,0.0945945945945946,0.1216216216216216,0.2027027027027027,29,51,999.0,765.0,38.333333333333336,877.0,28,8,22.12973972783723,0.0227272727272727,0.0067567567567567,-0.0314685314685314,-0.0856643356643356,-0.1066433566433566,0.0076147576147576,0.0131917631917631,0.014049764049764,0.0277777777777777,0.125,0.2083333333333333,0.4305555555555556,0.0048076923076923,0.0961538461538461,0.1442307692307692,0.2403846153846154,155,424,72,208,11.372481406154654,117.32007500849971,0.0252209398427249,0.0315049323268183,0.0914330526409781,0.1327563299760831,0.0078020306647246,0.0166758237167744,0.0608212410766311,0.0873787675487348,67.0,,,,,79.0,,,,,59.0,,,26.0,29.0,20.0,,35.0,,,18.0,7.0,,80.0,,6.0,74.0,18.0,16.0,201,238,94,163,409,201.0
marco-marcato,2013,23,62,0.0112359550561797,0.0674157303370786,0.1292134831460674,0.2921348314606741,0.0082304526748971,0.0679012345679012,0.1316872427983539,0.2489711934156378,0.0,0.0,0.0434782608695652,0.1304347826086956,0.0,0.0161290322580645,0.1129032258064516,0.2258064516129032,51,201,765.0,291.0,93.66666666666669,685.0,29,9,22.12973972783723,-0.0208333333333333,0.0,-0.0625,-0.0615942028985507,-0.1014492753623188,-0.0482735120399818,-0.0491821899136755,-0.0561108587005906,0.0289855072463768,0.072463768115942,0.1159420289855072,0.2753623188405797,0.0048309178743961,0.0772946859903381,0.1497584541062802,0.2560386473429952,178,486,69,207,93.6019942807488,360.7159547344697,0.0252209398427249,0.0646163716258787,0.0641889787386332,0.1267997587573341,0.0078020306647246,0.0513243145599046,0.0544486977100487,0.0723883955969107,,76.0,,,,,,,,,,,,,,,114.0,50.0,33.0,,,,42.0,54.0,25.0,46.0,118.0,50.0,29.0,238,94,163,409,443,238.0
marco-marcato,2014,16,73,0.0103092783505154,0.0618556701030927,0.1185567010309278,0.2731958762886597,0.0071556350626118,0.0590339892665474,0.1198568872987477,0.2361359570661896,0.0,0.0,0.0,0.0625,0.0,0.0,0.0410958904109589,0.1506849315068493,201,238,291.0,247.0,163.33333333333334,434.3333333333333,30,10,22.12973972783723,-0.0227272727272727,-0.0067567567567567,-0.0454545454545454,-0.0681818181818181,-0.1505681818181818,-0.0472972972972972,-0.0402628656053313,-0.0260088855979267,0.0163934426229508,0.0327868852459016,0.0655737704918032,0.1967213114754098,0.0047846889952153,0.0382775119617224,0.0909090909090909,0.1913875598086124,194,559,61,209,99.02693236354104,287.2095634433737,0.0262431940540739,0.0524863881081478,0.0696576072314079,0.1579457826734789,0.0078020306647246,0.0506048869196201,0.044190302912899,0.0384769942453366,80.0,,,,50.0,,,,,96.0,,,,61.0,,,71.0,54.0,,,,,57.0,31.0,,48.0,72.0,17.0,49.0,94,163,409,443,999,94.0
marco-pinotti,2007,13,84,0.0306122448979591,0.0612244897959183,0.0918367346938775,0.1938775510204081,0.0055555555555555,0.0314814814814814,0.0462962962962962,0.087037037037037,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0,0.0595238095238095,0.0714285714285714,0.0833333333333333,340,210,171.0,279.0,311.3333333333333,200.0,31,10,21.62964876033058,0.0134615384615384,0.0,0.0134615384615384,0.0269230769230769,0.0019230769230769,0.0154761904761904,0.0071428571428571,-0.0083333333333333,0.0465116279069767,0.0697674418604651,0.1162790697674418,0.1395348837209302,0.0,0.0334728033472803,0.0460251046025104,0.0920502092050209,98,540,43,239,90.47283201786784,69.21704992268884,0.0390341983272777,0.0250246426871065,0.0310880914179029,0.0300394218304102,0.0,0.0242261834757499,0.0311529428689904,0.0084526255924036,,18.0,,,,,,,61.0,,,60.0,,,,,,,,,,,,,,76.0,70.0,,,52,86,53,135,89,52.0
