rider_name,year,pcs_points
andreas kloden,2005,140.0
martijn keizer,2005,140.0
johann tschopp,2005,139.0
alberto benito,2005,138.0
angel castresana,2005,138.0
david arroyo,2005,138.0
john gadret,2005,138.0
jose miguel elias galindo,2005,138.0
vincenzo nibali,2005,138.0
angelo furlan,2005,137.0
frantisek rabon,2005,137.0
jaroslaw zarebski,2005,137.0
pieter mertens,2005,137.0
gregory henderson,2005,136.0
kairat baigudinov,2005,136.0
ricardo van der velde,2005,136.0
viatcheslav ekimov,2005,136.0
bruno ricardo fernandes neves,2005,135.0
mauro santambrogio,2005,135.0
pedro horrillo,2005,134.0
sebastian siedler,2005,133.0
william bonnet,2005,133.0
adam wadecki,2005,132.0
andre korff,2005,132.0
jose luis arrieta,2005,132.0
sven renders,2005,132.0
jeremy roy,2005,131.0
angel edo,2005,130.0
egoi martinez,2005,130.0
giosue bonomi,2005,130.0
holger sievers,2005,130.0
sacha modolo,2005,130.0
david mcpartland,2005,129.0
dionisio galparsoro,2005,129.0
marcel strauss,2005,129.0
matthe pronk,2005,129.0
nathan o neill,2005,129.0
alessandro vanotti,2005,128.0
david canada,2005,128.0
john lieswyn,2005,128.0
jose luis martinez,2005,128.0
mirco lorenzetto,2005,128.0
pavel padrnos,2005,128.0
steven kruijswijk,2005,128.0
victor hugo pena,2005,127.0
arnaud labbe,2005,126.0
manuel calvente corbas,2005,126.0
rik reinerink,2005,126.0
sergio barbero,2005,126.0
staf scheirlinckx,2005,126.0
sergiy matveyev,2005,125.0
david fernandez domingo,2005,124.0
evgeni petrov,2005,124.0
jose enrique gutierrez cataluna,2005,124.0
tom boonen,2006,2499.0
alejandro valverde,2006,2279.0
paolo bettini,2006,1995.0
robbie mcewen,2006,1916.0
erik zabel,2006,1840.0
thor hushovd,2006,1733.0
samuel sanchez,2006,1707.0
frank schleck,2006,1431.0
damiano cunego,2006,1420.0
cadel evans,2006,1409.0
stefan schumacher,2006,1391.0
ivan basso,2006,1331.0
carlos sastre,2006,1322.0
fabian cancellara,2006,1270.0
alessandro ballan,2006,1229.0
alexandre vinokourov,2006,1220.0
andrey kashechkin,2006,1170.0
oscar freire,2006,1100.0
davide rebellin,2006,1083.0
philippe gilbert,2006,1078.0
stuart o grady,2006,1036.0
daniele bennati,2006,1032.0
jens voigt,2006,1009.0
alessandro petacchi,2006,979.0
filippo pozzato,2006,927.0
stefano garzelli,2006,919.0
christophe moreau,2006,887.0
luca paolini,2006,852.0
bernhard eisel,2006,842.0
vladimir gusev,2006,822.0
oscar pereiro,2006,815.0
rinaldo nocentini,2006,815.0
baden cooke,2006,810.0
danilo hondo,2006,807.0
kurt asle arvesen,2006,798.0
luca mazzanti,2006,774.0
vincenzo nibali,2006,765.0
andreas kloden,2006,764.0
patrik sinkewitz,2006,762.0
michael rogers,2006,740.0
niko eeckhout,2006,738.0
thomas danielson,2006,732.0
jose angel gomez marchante,2006,724.0
juan antonio flecha,2006,716.0
leif hoste,2006,712.0
karsten kroon,2006,709.0
leonardo piepoli,2006,704.0
denis menchov,2006,699.0
levi leipheimer,2006,689.0
francisco javier patxi vila,2006,688.0
danilo napolitano,2006,687.0
cyril dessel,2006,682.0
cristian moreni,2006,680.0
andrea tonti,2006,662.0
george hincapie,2006,661.0
fabian wegmann,2006,657.0
vladimir karpets,2006,657.0
floyd landis,2006,644.0
jose enrique gutierrez cataluna,2006,642.0
franco pellizotti,2006,638.0
alexandre botcharov,2006,637.0
jorg jaksche,2006,635.0
paolo savoldelli,2006,633.0
pierrick fedrigo,2006,630.0
sebastian lang,2006,622.0
david kopp,2006,617.0
koldo gil perez,2006,614.0
steven de jongh,2006,613.0
danilo di luca,2006,599.0
fabrizio guidi,2006,599.0
antonio colom,2006,596.0
nick nuyens,2006,593.0
pietro caucchioli,2006,590.0
alberto contador,2006,589.0
gert dockx,2006,581.0
sven vandousselaere,2006,580.0
diego ulissi,2006,561.0
sylvain chavanel,2006,546.0
thomas voeckler,2006,535.0
janez brajkovic,2006,527.0
jose bento carvalho de azevedo,2006,527.0
stijn devolder,2006,515.0
joaquim rodriguez,2006,505.0
chris horner,2006,499.0
didier rous,2006,498.0
igor anton,2006,497.0
gilberto simoni,2006,496.0
frederic guesdon,2006,494.0
manuele mori,2006,494.0
daniele ratto,2006,493.0
ricardo serrano,2006,489.0
maarten tjallingii,2006,484.0
olaf pollack,2006,481.0
yaroslav popovych,2006,481.0
robert forster,2006,478.0
santo anza,2006,478.0
gert steegmans,2006,467.0
serhiy honchar,2006,465.0
jimmy casper,2006,464.0
haimar zubeldia,2006,459.0
fran ventoso,2006,458.0
thomas dekker,2006,457.0
evgeni petrov,2006,452.0
marzio bruseghin,2006,451.0
egoi martinez,2006,448.0
gerald ciolek,2006,446.0
giuliano figueras,2006,443.0
graeme brown,2006,443.0
christian vande velde,2006,440.0
manuel quinziato,2006,425.0
david arroyo,2006,424.0
aart vierhouten,2006,423.0
david canada,2006,421.0
juan manuel garate,2006,421.0
ivan gutierrez,2006,419.0
manuel beltran,2006,419.0
ruslan pidgornyy,2006,418.0
ruggero marzoli,2006,417.0
sebastien hinault,2006,417.0
tony gallopin,2006,417.0
samuel dumoulin,2006,416.0
andrei grivko,2006,414.0
brian vandborg,2006,410.0
sandy casar,2006,409.0
bert de waele,2006,406.0
luis leon sanchez,2006,405.0
gregory rast,2006,402.0
matteo carrara,2006,402.0
riccardo ricco,2006,401.0
xavier florencio,2006,401.0
linus gerdemann,2006,398.0
simon gerrans,2006,396.0
jose luis rubiera,2006,395.0
johan coenen,2006,389.0
emanuele sella,2006,386.0
sylwester szmyd,2006,385.0
alexandre usov,2006,380.0
przemyslaw niemiec,2006,376.0
steffen wesemann,2006,376.0
mirko celestino,2006,373.0
paolo bossoni,2006,372.0
isaac galvez lopez,2006,362.0
joost posthuma,2006,362.0
michael rasmussen,2006,362.0
alexandr kolobnev,2006,361.0
kanstantsin siutsou,2006,361.0
felix rafael cardenas,2006,359.0
wouter weylandt,2006,359.0
igor astarloa ascasibar,2006,358.0
dmitry sokolov,2006,355.0
giovanni visconti,2006,354.0
sergey kolesnikov,2006,354.0
jeremy hunt,2006,352.0
raffaele ferrara,2006,349.0
lars ytting bak,2006,347.0
marcel kittel,2006,347.0
anthony geslin,2006,341.0
bernhard kohl,2006,340.0
erik dekker,2006,335.0
preben van hecke,2006,334.0
sylvain calzati,2006,333.0
jose alberto martinez,2006,331.0
eddy ratti,2006,330.0
francisco mancebo,2006,330.0
sebastien rosseler,2006,328.0
allan johansen,2006,325.0
rene haselbacher,2006,324.0
martin elmiger,2006,322.0
david herrero llorente,2006,320.0
markus fothen,2006,319.0
inaki isasi flores,2006,317.0
leonardo duque,2006,317.0
angel vicioso,2006,313.0
jurgen van de walle,2006,313.0
beat zberg,2006,311.0
frederic amorison,2006,311.0
alexander khatuntsev,2006,309.0
laszlo bodrogi,2006,308.0
tadej valjavec,2006,306.0
sergio marinangeli,2006,305.0
kim kirchen,2006,304.0
sergey lagutin,2006,304.0
robert gesink,2006,302.0
david bernabeu,2006,300.0
allan davis,2006,298.0
giampaolo caruso,2006,296.0
daniel moreno,2006,295.0
paride grillo,2006,295.0
enrico gasparotto,2006,294.0
nicki sorensen,2006,294.0
david blanco,2006,293.0
gorik gardeyn,2006,291.0
steffen radochla,2006,290.0
nico sijmens,2006,288.0
max van heeswijk,2006,286.0
frederik willems,2006,285.0
heinrich haussler,2006,284.0
jesus del nero,2006,284.0
miguel angel martin perdiguero,2006,284.0
ruben plaza,2006,284.0
adolfo garcia quesada,2006,283.0
alexandre moos,2006,281.0
giampaolo cheula,2006,280.0
hossein askari,2006,280.0
matthias kessler,2006,280.0
mikhaylo khalilov,2006,280.0
cedric herve,2006,279.0
marcel sieberg,2006,276.0
simone cadamuro,2006,276.0
eddy mazzoleni,2006,275.0
iban mayo,2006,275.0
marcus ljungqvist,2006,274.0
patrice halgand,2006,273.0
vladimir efimkin,2006,271.0
oscar sevilla,2006,269.0
eladio jimenez,2006,266.0
roberto petito,2006,266.0
luis perez rodriguez,2006,265.0
erki putsep,2006,264.0
lloyd mondory,2006,262.0
egor silin,2006,261.0
william bonnet,2006,261.0
thomas lofkvist,2006,258.0
pablo lastras,2006,255.0
uros murn,2006,255.0
ariel maximiliano richeze,2006,253.0
aurelien clerc,2006,253.0
carlos garcia quesada,2006,253.0
mathew hayman,2006,253.0
bobby julich,2006,252.0
inigo cuesta,2006,250.0
peter wrolich,2006,250.0
aitor galdos,2006,249.0
jonas ljungblad,2006,249.0
thomas ziegler,2006,248.0
andrea moletta,2006,246.0
francisco perez sanchez,2006,246.0
cristian gasperoni,2006,245.0
alexander efimkin,2006,243.0
dario david cioni,2006,243.0
giorgio brambilla,2006,243.0
rodrigo garcia rena,2006,241.0
enrico degano,2006,240.0
nicolas vogondy,2006,240.0
jens renders,2006,238.0
kevin van impe,2006,238.0
roy sentjens,2006,238.0
mark renshaw,2006,237.0
dmitriy fofonov,2006,236.0
mikel gaztanaga,2006,235.0
marcin sapa,2006,234.0
ryder hesjedal,2006,233.0
santiago botero,2006,233.0
kai reus,2006,232.0
javier benitez pomares,2006,231.0
joao cabreira,2006,231.0
lilian jegou,2006,231.0
fabio sacchi,2006,230.0
gabriele missaglia,2006,230.0
jure golcer,2006,230.0
sergio ghisalberti,2006,230.0
jerome pineau,2006,229.0
gregory henderson,2006,226.0
luis felipe laverde jimenez,2006,226.0
adriano malori,2006,224.0
bert roesems,2006,224.0
marco marzano,2006,223.0
alfredo balloni,2006,220.0
edvald boasson hagen,2006,220.0
jan hruska,2006,220.0
rasmus guldhammer,2006,219.0
david mccann,2006,218.0
jose luis arrieta,2006,218.0
pedro arreitunandia,2006,218.0
sergio paulinho,2006,218.0
vasil kiryienka,2006,218.0
gabriel rasch,2006,217.0
sergio miguel vieira ribeiro,2006,217.0
matteo tosatto,2006,216.0
victor hugo pena,2006,216.0
luke roberts 1,2006,214.0
wouter van mechelen,2006,214.0
daniel petrov,2006,213.0
andre greipel,2006,212.0
bjorn leukemans,2006,210.0
blaz jarc,2006,210.0
siarhei papok,2006,210.0
wim van huffel,2006,210.0
lorenzo bernucci,2006,209.0
david hesselbarth,2006,208.0
elia rigotto,2006,208.0
moises duenas,2006,208.0
alessandro bertolini,2006,207.0
juan jose haedo,2006,207.0
gustav larsson,2006,206.0
aliaksandr kuchynski,2006,205.0
david zabriskie,2006,205.0
jan ghyselinck,2006,205.0
christian knees,2006,204.0
ghader mizbani,2006,204.0
matija kvasina,2006,203.0
william walker,2006,202.0
georg totschnig,2006,201.0
laurens ten dam,2006,201.0
cedric vasseur,2006,200.0
alberto losada,2006,199.0
enrico magazzini,2006,199.0
fred rodriguez,2006,199.0
noan lelarge,2006,199.0
leon van bon,2006,197.0
francesco bellotti,2006,196.0
anthony charteau,2006,195.0
daniele pietropolli,2006,195.0
david george,2006,194.0
marco serpellini,2006,194.0
marek rutkiewicz,2006,194.0
jean patrick nazon,2006,192.0
marco velo,2006,192.0
claudio corioni,2006,190.0
candido barbosa,2006,189.0
christophe le mevel,2006,189.0
john degenkolb,2006,189.0
jose rodolfo serpa,2006,189.0
lars michaelsen,2006,189.0
markus eichler,2006,189.0
steven caethoven,2006,189.0
giosue bonomi,2006,186.0
juan mauricio soler hernandez,2006,186.0
tomas vaitkus,2006,186.0
stephane petilleau,2006,185.0
jussi veikkanen,2006,184.0
sebastian langeveld,2006,184.0
rene weissinger,2006,183.0
alexander arekeev,2006,181.0
paolo tiralongo,2006,181.0
bruno manuel silva pires,2006,180.0
david millar,2006,180.0
gerben lowik,2006,180.0
marco zanotti 1,2006,180.0
ronan van zandbeek,2006,179.0
walter beneteau,2006,178.0
adrian palomares,2006,177.0
ivailo gabrovski,2006,177.0
marco marcato,2006,177.0
gene michael bates,2006,175.0
ronny scholz,2006,175.0
sergei ivanov,2006,175.0
hubert dupont,2006,174.0
hugo sabido,2006,174.0
matti breschel,2006,174.0
remi pauriol,2006,174.0
tomaz nose,2006,174.0
bram tankink,2006,173.0
johan vansummeren,2006,173.0
vicente reynes,2006,173.0
andre korff,2006,172.0
francesco chicchi,2006,172.0
hector guerra garcia,2006,172.0
marco pinotti,2006,171.0
marko kump,2006,171.0
bert scheirlinckx,2006,169.0
cedric coutouly,2006,169.0
manuele spadi,2006,169.0
mauro facci,2006,169.0
michael albasini,2006,169.0
markus zberg,2006,168.0
matej mugerli,2006,168.0
gerhard trampusch,2006,167.0
jaume rovira pous,2006,167.0
kjell carlstrom,2006,167.0
jon bru,2006,166.0
staf scheirlinckx,2006,166.0
frank hoj christensen,2006,165.0
igor abakoumov,2006,165.0
roger hammond,2006,165.0
theo eltink,2006,165.0
aaron kemps,2006,163.0
blaz furdi,2006,163.0
borut bozic,2006,163.0
andy schleck,2006,162.0
danny pate,2006,162.0
ivan ramiro parra,2006,162.0
steve morabito,2006,162.0
lars boom,2006,161.0
robert radosz,2006,161.0
tomasz kiendys,2006,161.0
koos moerenhout,2006,160.0
luis pasamontes,2006,160.0
gaetan bille,2006,159.0
jakob piil,2006,159.0
raivis belohvosciks,2006,159.0
stephane goubert,2006,159.0
mark cavendish,2006,158.0
arnaud coyot,2006,157.0
daniele callegarin,2006,157.0
inigo landaluze intxaurraga,2006,157.0
massimo giunti,2006,157.0
pedro horrillo,2006,157.0
alexei markov,2006,156.0
fortunato baliani,2006,156.0
henk vogels,2006,156.0
pieter weening,2006,156.0
santos gonzalez,2006,155.0
amets txurruka,2006,154.0
renaud dion,2006,154.0
volodymyr gustov,2006,154.0
remmert wielinga,2006,153.0
mikel astarloza,2006,152.0
mitja mahoric,2006,152.0
rick flens,2006,152.0
koldo fernandez,2006,151.0
peter van petegem,2006,151.0
salvatore commesso,2006,150.0
artur gajek,2006,149.0
benoit salmon,2006,149.0
erwin thijs,2006,149.0
kenny van hummel,2006,149.0
jose joaquin rojas,2006,147.0
stef clement,2006,147.0
franck renier,2006,146.0
krzysztof szczawinski,2006,146.0
pablo urtasun,2006,146.0
robert mclachlan,2006,146.0
david etxebarria,2006,145.0
david loosli,2006,145.0
julien vermote,2006,145.0
carlos castano panadero,2006,144.0
dmitriy muravyev,2006,144.0
laurent lefevre,2006,144.0
viatcheslav ekimov,2006,144.0
eric leblacher,2006,143.0
yoann le boulanger,2006,143.0
boy van poppel,2006,142.0
bradley mcgee,2006,142.0
christophe mengin,2006,142.0
francesco failli,2006,142.0
robert hunter,2006,142.0
alberto loddo,2006,141.0
andrea masciarelli,2006,141.0
jacob moe rasmussen,2006,141.0
shinichi fukushima,2006,141.0
mario aerts,2006,140.0
omar lombardi,2006,140.0
constantino zaballa,2006,139.0
john gadret,2006,139.0
jos van emden,2006,139.0
michael blaudzun,2006,139.0
pavel brutt,2006,139.0
radoslav rogina,2006,139.0
simone masciarelli,2006,139.0
maxim iglinskiy,2006,138.0
nacor burgos,2006,138.0
eros capecchi,2006,137.0
xabier zandio,2006,136.0
chris jongerwaard,2006,135.0
chris sutton,2006,135.0
eduard vorganov,2006,135.0
jarl salomein,2006,135.0
johann tschopp,2006,135.0
angel edo,2006,133.0
martin pedersen,2006,132.0
piet rooijakkers,2006,132.0
russell downing,2006,132.0
bjorn thurau,2006,131.0
daniel lloyd,2006,131.0
klaas lodewyck,2006,131.0
martijn keizer,2006,130.0
niki terpstra,2006,130.0
carlos da cruz,2006,129.0
christian pfannberger,2006,129.0
yann pivois,2006,129.0
bert grabsch,2006,128.0
eduardo ramirez gonzalo,2006,128.0
mickael buffaz,2006,128.0
moises aldape,2006,128.0
petr bencik,2006,128.0
andrea noe,2006,127.0
frederik veuchelen,2006,127.0
julien mazet,2006,127.0
matthieu ladagnous,2006,127.0
robert retschke,2006,127.0
stephane bonsergent,2006,127.0
benjamin day,2006,126.0
carlos pinho,2006,126.0
dainius kairelis,2006,126.0
denys kostyuk,2006,126.0
joan horrach,2006,126.0
maxime mederel,2006,126.0
paolo bailetti,2006,126.0
peter velits,2006,126.0
jesus javier,2006,125.0
hossein alizadeh,2006,124.0
kam po wong,2006,124.0
nicolas roche,2006,124.0
raffaele illiano,2006,124.0
kirk o bee,2006,123.0
matthieu sprick,2006,123.0
rony martias,2006,123.0
said haddou,2006,123.0
addy engels,2006,122.0
cadel evans,2007,1992.0
alejandro valverde,2007,1899.0
danilo di luca,2007,1780.0
davide rebellin,2007,1663.0
oscar freire,2007,1662.0
alberto contador,2007,1601.0
samuel sanchez,2007,1566.0
tom boonen,2007,1535.0
frank schleck,2007,1526.0
damiano cunego,2007,1416.0
kim kirchen,2007,1349.0
daniele bennati,2007,1323.0
erik zabel,2007,1305.0
vladimir karpets,2007,1290.0
jens voigt,2007,1289.0
paolo bettini,2007,1288.0
denis menchov,2007,1264.0
alessandro petacchi,2007,1248.0
robbie mcewen,2007,1187.0
thor hushovd,2007,1110.0
riccardo ricco,2007,1095.0
alessandro ballan,2007,1082.0
thomas dekker,2007,1041.0
carlos sastre,2007,1003.0
stefan schumacher,2007,1001.0
fabian cancellara,2007,952.0
filippo pozzato,2007,933.0
vladimir gusev,2007,932.0
andreas kloden,2007,931.0
stuart o grady,2007,908.0
robert hunter,2007,906.0
danilo napolitano,2007,892.0
daniel moreno,2007,839.0
juan jose cobo,2007,827.0
franco pellizotti,2007,825.0
juan mauricio soler hernandez,2007,806.0
vincenzo nibali,2007,801.0
allan davis,2007,786.0
andy schleck,2007,778.0
christophe moreau,2007,778.0
alessandro bertolini,2007,763.0
mark cavendish,2007,753.0
baden cooke,2007,750.0
gerald ciolek,2007,727.0
david lopez,2007,718.0
ivan gutierrez,2007,718.0
michal kwiatkowski,2007,714.0
igor anton,2007,713.0
leonardo piepoli,2007,705.0
luca mazzanti,2007,703.0
alexandr kolobnev,2007,696.0
joaquim rodriguez,2007,688.0
gert steegmans,2007,684.0
martin elmiger,2007,678.0
tadej valjavec,2007,677.0
robert gesink,2007,669.0
fabian wegmann,2007,664.0
levi leipheimer,2007,661.0
oscar sevilla,2007,648.0
romain feillu,2007,647.0
manuel beltran,2007,632.0
wouter weylandt,2007,630.0
gilberto simoni,2007,628.0
vladimir efimkin,2007,626.0
kurt asle arvesen,2007,624.0
graeme brown,2007,611.0
philippe gilbert,2007,610.0
jose joaquin rojas,2007,605.0
marcus burghardt,2007,599.0
greg van avermaet,2007,597.0
john gadret,2007,583.0
stefan van dijk 1,2007,583.0
gustav larsson,2007,581.0
sebastien chavanel,2007,579.0
mikel astarloza,2007,577.0
paolo savoldelli,2007,574.0
chris horner,2007,571.0
steven de jongh,2007,570.0
robert forster,2007,555.0
ariel maximiliano richeze,2007,553.0
leif hoste,2007,553.0
juan jose haedo,2007,550.0
thomas voeckler,2007,549.0
david millar,2007,548.0
stefano garzelli,2007,542.0
bernhard eisel,2007,535.0
alexandre usov,2007,523.0
francisco mancebo,2007,520.0
haimar zubeldia,2007,520.0
stijn devolder,2007,519.0
juan antonio flecha,2007,518.0
andrey kashechkin,2007,511.0
matteo carrara,2007,510.0
laszlo bodrogi,2007,509.0
alexandre vinokourov,2007,501.0
evgeni petrov,2007,501.0
matti breschel,2007,496.0
yaroslav popovych,2007,496.0
janez brajkovic,2007,491.0
pierrick fedrigo,2007,487.0
giovanni visconti,2007,479.0
diego ulissi,2007,477.0
enrico gasparotto,2007,475.0
roman kreuziger,2007,474.0
david arroyo,2007,469.0
marzio bruseghin,2007,467.0
luis leon sanchez,2007,465.0
oscar pereiro,2007,458.0
xavier tondo,2007,457.0
francisco javier patxi vila,2007,448.0
angel vicioso,2007,447.0
george hincapie,2007,443.0
mikhail ignatiev,2007,440.0
maarten tjallingii,2007,436.0
nick nuyens,2007,436.0
sylvain chavanel,2007,436.0
bert grabsch,2007,433.0
janek tombak,2007,433.0
eddy mazzoleni,2007,430.0
fran ventoso,2007,430.0
luca paolini,2007,430.0
thomas lofkvist,2007,430.0
vasil kiryienka,2007,430.0
koldo gil perez,2007,428.0
candido barbosa,2007,422.0
leonardo duque,2007,420.0
gregory rast,2007,418.0
jens debusschere,2007,417.0
emanuele sella,2007,414.0
johan vansummeren,2007,414.0
sebastien rosseler,2007,408.0
roger hammond,2007,407.0
maxime monfort,2007,406.0
eladio jimenez,2007,404.0
juan manuel garate,2007,404.0
borut bozic,2007,403.0
peter sagan,2007,403.0
manuele mori,2007,400.0
rinaldo nocentini,2007,400.0
yannick eijssen,2007,400.0
paul martens,2007,399.0
murilo antonio fischer,2007,397.0
luis perez rodriguez,2007,396.0
anthony charteau,2007,392.0
carlos barredo,2007,392.0
david zabriskie,2007,392.0
michael rogers,2007,392.0
sylwester szmyd,2007,392.0
koldo fernandez,2007,390.0
daniele ratto,2007,387.0
bjorn leukemans,2007,386.0
peter velits,2007,385.0
bert de waele,2007,383.0
kanstantsin siutsou,2007,383.0
steffen radochla,2007,383.0
mikhaylo khalilov,2007,381.0
alexandre botcharov,2007,372.0
christian pfannberger,2007,372.0
dominik nerz,2007,371.0
michael rasmussen,2007,368.0
ezequiel mosquera miguez,2007,367.0
gabriele bosisio,2007,366.0
tomas vaitkus,2007,366.0
francesco chicchi,2007,365.0
martijn maaskant,2007,365.0
hector guerra garcia,2007,362.0
edvald boasson hagen,2007,361.0
mark renshaw,2007,360.0
christian vande velde,2007,359.0
michele scarponi,2007,358.0
iban mayo,2007,353.0
gorik gardeyn,2007,348.0
pablo lastras,2007,348.0
fortunato baliani,2007,344.0
julien vermote,2007,344.0
andy cappelle,2007,343.0
aurelien clerc,2007,338.0
pavel brutt,2007,336.0
ludovic turpin,2007,334.0
laurent brochard,2007,332.0
taylor phinney,2007,332.0
laurens ten dam,2007,330.0
alexander efimkin,2007,329.0
jeremy hunt,2007,329.0
roy sentjens,2007,328.0
jose angel gomez marchante,2007,327.0
rasmus guldhammer,2007,327.0
vicente reynes,2007,327.0
bobby julich,2007,325.0
david de la fuente,2007,325.0
gabriele balducci,2007,325.0
javier benitez pomares,2007,324.0
bram tankink,2007,323.0
marco marcato,2007,320.0
radoslav rogina,2007,320.0
linus gerdemann,2007,319.0
jose miguel elias galindo,2007,317.0
joost posthuma,2007,312.0
staf scheirlinckx,2007,311.0
remi pauriol,2007,310.0
chris anker sorensen,2007,308.0
daniele pietropolli,2007,308.0
constantino zaballa,2007,306.0
alberto fernandez de la puebla ramos,2007,303.0
santo anza,2007,301.0
sven krauss,2007,299.0
david blanco,2007,298.0
giuseppe palumbo,2007,298.0
stef clement,2007,296.0
david kopp,2007,295.0
niko eeckhout,2007,295.0
kenny van hummel,2007,293.0
ricardo serrano,2007,290.0
said haddou,2007,288.0
sandy casar,2007,287.0
john degenkolb,2007,284.0
stephane goubert,2007,284.0
massimo giunti,2007,282.0
frederic amorison,2007,279.0
marco pinotti,2007,279.0
ruben plaza,2007,279.0
hubert dupont,2007,277.0
matthias brandle,2007,275.0
simon gerrans,2007,274.0
andrea noe,2007,272.0
matthias kessler,2007,272.0
matthieu ladagnous,2007,271.0
lars ytting bak,2007,269.0
sebastian siedler,2007,268.0
sergey lagutin,2007,268.0
robert radosz,2007,267.0
angel gomez gomez,2007,266.0
christian murro,2007,266.0
luca solari,2007,262.0
steve morabito,2007,260.0
bradley wiggins,2007,257.0
benoit vaugrenard,2007,256.0
jarl salomein,2007,255.0
jason mccartney,2007,255.0
karsten kroon,2007,255.0
jerome pineau,2007,254.0
andrey mizurov,2007,252.0
william bonnet,2007,251.0
cedric vasseur,2007,249.0
mirco lorenzetto,2007,246.0
jimmy casper,2007,245.0
moises duenas,2007,245.0
sebastian langeveld,2007,244.0
denis flahaut,2007,243.0
jorg jaksche,2007,243.0
mario aerts,2007,243.0
paride grillo,2007,243.0
ruslan pidgornyy,2007,242.0
andrei kunitski,2007,240.0
laurent lefevre,2007,240.0
matteo bono,2007,240.0
olaf pollack,2007,238.0
gerrit glomser,2007,237.0
marcus ljungqvist,2007,236.0
dario david cioni,2007,235.0
luis felipe laverde jimenez,2007,235.0
matija kvasina,2007,235.0
thomas bonnin,2007,235.0
felix rafael cardenas,2007,234.0
nicki sorensen,2007,234.0
tomasz kiendys,2007,234.0
jose bento carvalho de azevedo,2007,232.0
marcel sieberg,2007,232.0
pedro cardoso,2007,232.0
heinrich haussler,2007,230.0
manuel quinziato,2007,230.0
steffen wesemann,2007,230.0
david bernabeu,2007,229.0
enrico battaglin,2007,229.0
luke roberts 1,2007,229.0
yann huguet,2007,229.0
alfredo balloni,2007,228.0
xavier florencio,2007,228.0
paolo bailetti,2007,226.0
antonio colom,2007,224.0
christopher juul jensen,2007,224.0
martin garrido mayorga,2007,224.0
david canada,2007,223.0
sebastien joly,2007,223.0
alberto loddo,2007,222.0
gabriele missaglia,2007,222.0
peter kennaugh,2007,222.0
lars boom,2007,217.0
jurgen van den broeck,2007,215.0
matthew goss,2007,215.0
daniele nardello,2007,214.0
mitja mahoric,2007,214.0
thomas rohregger,2007,214.0
jose rodolfo serpa,2007,212.0
lorenzo bernucci,2007,212.0
domenico pozzovivo,2007,211.0
markus fothen,2007,210.0
nicolas vogondy,2007,210.0
dmitriy fofonov,2007,209.0
florian stalder,2007,209.0
kenny dehaes,2007,209.0
andre greipel,2007,208.0
tiziano dall antonia,2007,208.0
angelo furlan,2007,205.0
cristian moreni,2007,205.0
jesus del nero,2007,205.0
omar lombardi,2007,204.0
piet rooijakkers,2007,203.0
aliaksandr kuchynski,2007,202.0
boris shpilevsky,2007,201.0
manuel lloret zaragoza,2007,201.0
chris sutton,2007,199.0
steven caethoven,2007,199.0
erki putsep,2007,198.0
josep jufre,2007,198.0
alessandro vanotti,2007,197.0
mathew hayman,2007,197.0
assan bazayev,2007,196.0
patrice halgand,2007,196.0
pietro caucchioli,2007,195.0
roy curvers,2007,195.0
giorgio cecchinel,2007,194.0
guillaume boivin,2007,194.0
lukasz bodnar,2007,194.0
adam blythe,2007,193.0
hugo sabido,2007,193.0
gorazd stangelj,2007,192.0
svein tuft,2007,192.0
takashi miyazawa,2007,192.0
inigo landaluze intxaurraga,2007,191.0
beat zberg,2007,190.0
rigoberto uran,2007,190.0
hossein askari,2007,189.0
bernhard kohl,2007,188.0
branislau samoilau,2007,188.0
alexey tsatevich,2007,186.0
andrey klyuev,2007,186.0
jean patrick nazon,2007,186.0
amael moinard,2007,185.0
anthony geslin,2007,184.0
ivan ramiro parra,2007,184.0
silvan dillier,2007,184.0
markus eichler,2007,183.0
marco marzano,2007,181.0
dario cataldo,2007,180.0
david herrero llorente,2007,180.0
pedro arreitunandia,2007,180.0
peter wrolich,2007,180.0
rubens bertogliati,2007,180.0
aart vierhouten,2007,179.0
bauke mollema,2007,179.0
stijn steels,2007,179.0
daniel lloyd,2007,178.0
jonas aaen jorgensen,2007,177.0
manuel vazquez hueso,2007,177.0
matthew lloyd,2007,176.0
nikolay trusov,2007,176.0
pasquale muto,2007,176.0
patrik sinkewitz,2007,176.0
raivis belohvosciks,2007,176.0
alejandro alberto borrajo,2007,175.0
francisco perez sanchez,2007,175.0
lloyd mondory,2007,175.0
michael albasini,2007,173.0
salvatore puccio,2007,173.0
carlos castano panadero,2007,171.0
paolo bossoni,2007,171.0
sergiy matveyev,2007,170.0
stijn vandenbergh,2007,170.0
elia favilli,2007,169.0
maarten den bakker,2007,169.0
volodymyr zagorodny,2007,169.0
ghader mizbani,2007,168.0
sebastian lang,2007,167.0
blazej janiaczyk,2007,166.0
jeremy roy,2007,166.0
mikel gaztanaga,2007,166.0
tom stamsnijder,2007,164.0
frederic gabriel,2007,163.0
oliver zaugg,2007,163.0
rene joergensen,2007,162.0
vincent jerome,2007,162.0
fabrizio guidi,2007,161.0
johan coenen,2007,161.0
maryan hary,2007,161.0
markus eibegger,2007,160.0
tomaz nose,2007,160.0
andre vital moreira,2007,159.0
oscar gatto,2007,159.0
rene mandri,2007,159.0
sebastien hinault,2007,159.0
pierre rolland,2007,158.0
